날짜,거래시간,태양광_합계,풍력_육지
2024-01-01,1,0.0039,148.44466
2024-01-01,2,0.008304,104.653405
2024-01-01,3,0.00016,87.030564
2024-01-01,4,0.01756,83.767996
2024-01-01,5,0.0002,70.062601
2024-01-01,6,0.00024,62.188444
2024-01-01,7,8e-05,53.119272
2024-01-01,8,4.596942,50.288923
2024-01-01,9,327.678119,45.563356
2024-01-01,10,1167.88511,100.168949
2024-01-01,11,1874.249941,84.598981
2024-01-01,12,2321.399153,39.947222
2024-01-01,13,2524.062156,4.643012
2024-01-01,14,2540.827156,3.775846
2024-01-01,15,1886.752519,8.33544
2024-01-01,16,1303.3045690000001,28.271976
2024-01-01,17,1117.286179,54.049106
2024-01-01,18,787.577542,74.630971
2024-01-01,19,725.978121,103.187596
2024-01-01,20,355.832847,115.63054
2024-01-01,21,159.12717800000001,164.223331
2024-01-01,22,75.095345,232.275246
2024-01-01,23,20.258328,337.437279
2024-01-01,24,3.286035,346.734023
2024-01-02,1,0.574668,350.202161
2024-01-02,2,0.06254,429.266868
2024-01-02,3,0.021316,463.377765
2024-01-02,4,0.256815,492.870137
2024-01-02,5,0.27725500000000003,527.518868
2024-01-02,6,0.25276,540.277237
2024-01-02,7,0.0024,555.58494
2024-01-02,8,3.616331,576.836066
2024-01-02,9,192.075443,593.753661
2024-01-02,10,628.7903249999999,665.250777
2024-01-02,11,1117.071718,691.186897
2024-01-02,12,1447.592339,654.277658
2024-01-02,13,1569.036729,584.51527
2024-01-02,14,1583.965979,543.225846
2024-01-02,15,1262.597947,514.225157
2024-01-02,16,947.0763139999999,505.880541
2024-01-02,17,977.480058,457.899489
2024-01-02,18,359.004049,379.158763
2024-01-02,19,203.741073,319.871106
2024-01-02,20,120.310813,254.896546
2024-01-02,21,65.65625,248.149875
2024-01-02,22,24.675248000000003,206.342839
2024-01-02,23,7.356285,171.4576
2024-01-02,24,1.4121,124.969622
2024-01-03,1,0.361499,115.530272
2024-01-03,2,0.029295,108.923009
2024-01-03,3,0.00016,118.427478
2024-01-03,4,0.132,129.107303
2024-01-03,5,0.00016,151.557862
2024-01-03,6,0.00016,159.339328
2024-01-03,7,8e-05,197.118467
2024-01-03,8,0.31413,179.69046
2024-01-03,9,88.776334,207.726401
2024-01-03,10,484.619983,341.502905
2024-01-03,11,1047.32318,411.635084
2024-01-03,12,1800.574853,472.459241
2024-01-03,13,2144.722237,563.622481
2024-01-03,14,2012.97358,610.7233
2024-01-03,15,1686.04057,742.564366
2024-01-03,16,1326.052737,793.745812
2024-01-03,17,1101.2081640000001,809.046348
2024-01-03,18,637.731698,778.760652
2024-01-03,19,497.267299,730.678004
2024-01-03,20,259.539368,708.06388
2024-01-03,21,77.374592,721.73698
2024-01-03,22,24.813188,593.587668
2024-01-03,23,4.633001,577.273527
2024-01-03,24,0.963468,514.288632
2024-01-04,1,0.228635,506.461053
2024-01-04,2,0.04884,440.49392
2024-01-04,3,8e-05,392.384009
2024-01-04,4,0.10736,304.069212
2024-01-04,5,0.00016,334.170485
2024-01-04,6,0.00024,383.897143
2024-01-04,7,0.0025599999999999998,405.133286
2024-01-04,8,6.296442,373.155127
2024-01-04,9,418.139815,320.85576
2024-01-04,10,1533.977953,360.257488
2024-01-04,11,2688.100575,353.650091
2024-01-04,12,3357.949535,339.60634
2024-01-04,13,3592.737119,309.424314
2024-01-04,14,3482.1981530000003,306.741267
2024-01-04,15,3032.971152,358.616013
2024-01-04,16,2050.904919,387.71534
2024-01-04,17,1336.295936,446.435022
2024-01-04,18,867.3376450000001,496.275077
2024-01-04,19,910.443873,577.413663
2024-01-04,20,733.6634690000001,594.053309
2024-01-04,21,321.71051900000003,658.982141
2024-01-04,22,147.1642,730.703619
2024-01-04,23,55.110313000000005,758.585995
2024-01-04,24,13.969435,763.822145
2024-01-05,1,2.891871,733.888792
2024-01-05,2,0.50826,749.634628
2024-01-05,3,0.05336,714.137745
2024-01-05,4,0.257856,685.718867
2024-01-05,5,0.26472,705.291847
2024-01-05,6,0.277295,669.890239
2024-01-05,7,0.0392,645.962129
2024-01-05,8,3.324661,605.952907
2024-01-05,9,223.412251,567.76348
2024-01-05,10,796.466367,597.541845
2024-01-05,11,1497.1321970000001,590.69633
2024-01-05,12,1978.763199,640.413419
2024-01-05,13,2219.053477,637.396914
2024-01-05,14,2282.637769,641.429318
2024-01-05,15,2010.841618,615.09133
2024-01-05,16,1558.812162,587.069959
2024-01-05,17,1190.074658,548.911932
2024-01-05,18,756.745111,522.571428
2024-01-05,19,668.855054,523.139803
2024-01-05,20,386.448591,524.241004
2024-01-05,21,115.60262900000001,546.055651
2024-01-05,22,42.184029,573.272585
2024-01-05,23,11.01628,572.148859
2024-01-05,24,2.13003,584.807875
2024-01-06,1,0.202207,628.371139
2024-01-06,2,0.00796,645.091226
2024-01-06,3,0.010440000000000001,648.161513
2024-01-06,4,0.2444,681.637706
2024-01-06,5,0.074047,642.784444
2024-01-06,6,0.0002,615.844837
2024-01-06,7,8e-05,625.705174
2024-01-06,8,6.3924319999999994,614.845931
2024-01-06,9,445.569686,557.750324
2024-01-06,10,1739.5070489999998,502.678022
2024-01-06,11,3024.549744,421.425783
2024-01-06,12,3789.989378,377.667525
2024-01-06,13,4045.8944279999996,365.781778
2024-01-06,14,3911.988075,355.50803
2024-01-06,15,3484.566817,387.353572
2024-01-06,16,2404.588922,386.726752
2024-01-06,17,1470.898369,336.610372
2024-01-06,18,891.7053860000001,280.964962
2024-01-06,19,935.309212,244.700277
2024-01-06,20,819.830239,244.472526
2024-01-06,21,430.371728,237.847865
2024-01-06,22,162.900451,311.485648
2024-01-06,23,63.473202,427.86807
2024-01-06,24,15.763763,607.836115
2024-01-07,1,3.042281,763.191121
2024-01-07,2,0.5956680000000001,824.555186
2024-01-07,3,0.068464,830.793579
2024-01-07,4,0.277804,867.608905
2024-01-07,5,0.285087,874.593031
2024-01-07,6,0.268504,819.344126
2024-01-07,7,0.1212,854.348843
2024-01-07,8,4.5418,878.012929
2024-01-07,9,291.718939,922.620284
2024-01-07,10,1184.868317,1029.761896
2024-01-07,11,2362.982194,1051.450548
2024-01-07,12,3248.053493,1045.654618
2024-01-07,13,3520.394644,1061.380128
2024-01-07,14,3361.2844649999997,1014.712478
2024-01-07,15,2799.417593,1016.563278
2024-01-07,16,2145.740236,989.201161
2024-01-07,17,1362.471631,979.109188
2024-01-07,18,878.048281,921.125692
2024-01-07,19,887.609707,834.272341
2024-01-07,20,518.407577,844.678583
2024-01-07,21,243.204626,815.049311
2024-01-07,22,122.09472000000001,697.403779
2024-01-07,23,48.857342,574.840985
2024-01-07,24,12.430781,482.029742
2024-01-08,1,2.814495,436.324575
2024-01-08,2,0.5242519999999999,401.696405
2024-01-08,3,0.05456,360.094123
2024-01-08,4,0.278348,343.220868
2024-01-08,5,0.253299,287.992977
2024-01-08,6,0.0002,354.629958
2024-01-08,7,0.0013599999999999999,348.820517
2024-01-08,8,6.7123539999999995,344.006311
2024-01-08,9,486.360484,314.128353
2024-01-08,10,1882.681263,283.179186
2024-01-08,11,3181.302351,255.786711
2024-01-08,12,3952.095519,191.376486
2024-01-08,13,4336.112494999999,99.832316
2024-01-08,14,4499.786303,129.050935
2024-01-08,15,4178.170312,178.473486
2024-01-08,16,2828.339525,194.559172
2024-01-08,17,1528.169059,287.829897
2024-01-08,18,901.906777,403.181971
2024-01-08,19,933.796585,490.794237
2024-01-08,20,829.980124,563.15245
2024-01-08,21,466.957941,582.70745
2024-01-08,22,168.710325,619.184817
2024-01-08,23,65.09168,662.319618
2024-01-08,24,17.066767000000002,703.057401
2024-01-09,1,3.238021,744.492786
2024-01-09,2,0.669084,729.926982
2024-01-09,3,0.131436,654.237921
2024-01-09,4,0.213616,566.368713
2024-01-09,5,0.21766800000000003,541.679948
2024-01-09,6,0.17099999999999999,488.536248
2024-01-09,7,0.12728,442.149569
2024-01-09,8,2.475655,396.14924
2024-01-09,9,139.18052699999998,369.613703
2024-01-09,10,469.000554,395.290829
2024-01-09,11,732.427657,345.470191
2024-01-09,12,739.258692,282.175872
2024-01-09,13,724.192555,256.286646
2024-01-09,14,707.072312,247.274472
2024-01-09,15,682.436606,237.577878
2024-01-09,16,435.599506,226.211867
2024-01-09,17,602.825469,234.861402
2024-01-09,18,110.79412,232.865602
2024-01-09,19,91.149388,205.175061
2024-01-09,20,37.357872,178.447429
2024-01-09,21,11.356758,170.763936
2024-01-09,22,2.648375,138.256555
2024-01-09,23,0.308759,240.356737
2024-01-09,24,0.00536,350.971848
2024-01-10,1,0.04202,326.997914
2024-01-10,2,0.009640000000000001,299.014976
2024-01-10,3,0.00028,303.692302
2024-01-10,4,0.0152,308.722675
2024-01-10,5,0.00016,305.106708
2024-01-10,6,0.00012,319.109024
2024-01-10,7,0.010280000000000001,319.409446
2024-01-10,8,2.541932,335.440786
2024-01-10,9,261.14002600000003,309.089155
2024-01-10,10,948.665436,369.991916
2024-01-10,11,1745.563169,327.78856
2024-01-10,12,2451.246653,320.862364
2024-01-10,13,2882.73272,278.021199
2024-01-10,14,3001.412007,259.409142
2024-01-10,15,2743.87029,242.580309
2024-01-10,16,2072.112276,244.866829
2024-01-10,17,1367.774772,242.179111
2024-01-10,18,824.429326,227.781006
2024-01-10,19,809.3420249999999,251.308842
2024-01-10,20,644.1036849999999,258.606323
2024-01-10,21,282.812108,241.150776
2024-01-10,22,97.418958,212.20626
2024-01-10,23,30.40031,227.672283
2024-01-10,24,5.42881,251.81599
2024-01-11,1,0.960612,294.401152
2024-01-11,2,0.142368,371.827117
2024-01-11,3,0.026848,401.604214
2024-01-11,4,0.012735,444.299352
2024-01-11,5,0.0004,534.369
2024-01-11,6,0.011487,563.437428
2024-01-11,7,0.0002,615.212446
2024-01-11,8,4.921923,675.776818
2024-01-11,9,290.745736,707.831482
2024-01-11,10,1072.811318,727.370683
2024-01-11,11,1902.856732,687.876712
2024-01-11,12,2600.2481829999997,702.733978
2024-01-11,13,3134.230752,691.528146
2024-01-11,14,3001.54873,677.914257
2024-01-11,15,2435.950182,673.14135
2024-01-11,16,1678.5670989999999,704.670134
2024-01-11,17,1207.489673,712.657575
2024-01-11,18,778.286578,680.228608
2024-01-11,19,736.359973,650.385161
2024-01-11,20,528.419956,659.163842
2024-01-11,21,221.30664199999998,674.290773
2024-01-11,22,95.092691,662.678226
2024-01-11,23,31.016827,690.393334
2024-01-11,24,7.009809,707.398581
2024-01-12,1,1.008711,698.223307
2024-01-12,2,0.165187,706.460927
2024-01-12,3,0.014159999999999999,716.014711
2024-01-12,4,0.23071999999999998,695.907145
2024-01-12,5,0.0013599999999999999,665.666453
2024-01-12,6,0.00012,603.521203
2024-01-12,7,0.00016,531.812035
2024-01-12,8,4.886737999999999,504.917114
2024-01-12,9,382.771414,484.827204
2024-01-12,10,1429.580733,500.913746
2024-01-12,11,2596.4642599999997,465.602183
2024-01-12,12,3450.713312,425.98802
2024-01-12,13,3869.778443,395.541686
2024-01-12,14,3925.568404,412.309172
2024-01-12,15,3635.5095,416.410787
2024-01-12,16,2779.960053,435.440272
2024-01-12,17,1652.734526,474.45889
2024-01-12,18,928.2972440000001,564.087782
2024-01-12,19,943.389261,638.43706
2024-01-12,20,824.127685,688.640614
2024-01-12,21,414.722538,673.877842
2024-01-12,22,159.84467,687.93649
2024-01-12,23,62.42699,687.919143
2024-01-12,24,16.077013,665.467754
2024-01-13,1,3.468573,668.872669
2024-01-13,2,0.758235,716.435262
2024-01-13,3,0.073516,673.902405
2024-01-13,4,0.284504,653.209657
2024-01-13,5,0.27524,610.233282
2024-01-13,6,0.26488,569.825027
2024-01-13,7,0.14068,556.941394
2024-01-13,8,8.48511,490.691195
2024-01-13,9,481.68634699999996,381.856356
2024-01-13,10,1807.359674,287.242612
2024-01-13,11,3048.112229,198.095511
2024-01-13,12,3841.635715,153.74043
2024-01-13,13,4227.298983,85.363602
2024-01-13,14,4369.633404,70.181103
2024-01-13,15,4091.6982190000003,47.825165
2024-01-13,16,2986.872879,39.69773
2024-01-13,17,1722.205148,33.42954
2024-01-13,18,941.5260309999999,51.811324
2024-01-13,19,946.7663970000001,72.808674
2024-01-13,20,849.387256,87.514277
2024-01-13,21,513.121768,144.817201
2024-01-13,22,179.870631,211.665287
2024-01-13,23,67.279369,322.212814
2024-01-13,24,17.720112999999998,387.451696
2024-01-14,1,3.222682,433.196973
2024-01-14,2,0.704199,594.303124
2024-01-14,3,0.082308,666.235093
2024-01-14,4,0.265336,684.921953
2024-01-14,5,0.27116,706.599491
2024-01-14,6,0.264656,755.307678
2024-01-14,7,0.2132,768.758849
2024-01-14,8,7.966194,795.321183
2024-01-14,9,460.144674,778.38587
2024-01-14,10,1621.598463,816.3546
2024-01-14,11,2439.210461,782.117398
2024-01-14,12,2804.995222,751.856971
2024-01-14,13,2699.5451150000004,735.22209
2024-01-14,14,2304.6349,756.419432
2024-01-14,15,1416.300518,752.598954
2024-01-14,16,715.4174370000001,724.085
2024-01-14,17,858.681995,744.217414
2024-01-14,18,708.6578020000001,877.293583
2024-01-14,19,715.5038959999999,869.277388
2024-01-14,20,560.889111,793.876881
2024-01-14,21,207.201891,750.687067
2024-01-14,22,88.524769,627.305438
2024-01-14,23,23.456686,570.539642
2024-01-14,24,5.517391,516.305441
2024-01-15,1,0.838926,517.842991
2024-01-15,2,0.015088,519.968301
2024-01-15,3,0.011728,512.66074
2024-01-15,4,0.24416,501.947676
2024-01-15,5,0.07384,525.698936
2024-01-15,6,0.00452,515.666965
2024-01-15,7,0.00037600000000000003,494.95462
2024-01-15,8,7.757521,483.351962
2024-01-15,9,473.48322,429.529591
2024-01-15,10,1826.347036,431.584952
2024-01-15,11,3111.619819,416.103725
2024-01-15,12,3907.713629,447.3825
2024-01-15,13,4327.813786,435.080506
2024-01-15,14,4540.302548,461.44728
2024-01-15,15,4372.905387,453.362825
2024-01-15,16,3234.276374,455.020268
2024-01-15,17,1837.366082,520.180674
2024-01-15,18,936.075065,593.867172
2024-01-15,19,916.19482,666.923463
2024-01-15,20,822.276892,709.527136
2024-01-15,21,519.498283,703.851769
2024-01-15,22,175.626619,619.199495
2024-01-15,23,65.320543,579.970034
2024-01-15,24,16.289246,547.507295
2024-01-16,1,3.1794450000000003,481.06593
2024-01-16,2,0.651788,369.74886
2024-01-16,3,0.07046,296.819427
2024-01-16,4,0.26856800000000003,230.398454
2024-01-16,5,0.27096,173.901053
2024-01-16,6,0.2652,161.83471
2024-01-16,7,0.21639999999999998,160.276249
2024-01-16,8,9.100456,121.604494
2024-01-16,9,521.7924,108.191921
2024-01-16,10,1893.49661,136.732079
2024-01-16,11,3030.491383,118.45444
2024-01-16,12,3669.922502,90.480802
2024-01-16,13,3829.7582620000003,48.281451
2024-01-16,14,3398.251937,54.700358
2024-01-16,15,2874.499405,48.859375
2024-01-16,16,1941.021997,61.74593
2024-01-16,17,1484.659129,73.091504
2024-01-16,18,947.5506029999999,105.01255
2024-01-16,19,918.256214,123.303886
2024-01-16,20,775.566156,184.32631
2024-01-16,21,340.56008499999996,277.267745
2024-01-16,22,145.000611,342.129072
2024-01-16,23,56.078101000000004,408.042324
2024-01-16,24,14.197581,476.645997
2024-01-17,1,2.792463,535.994725
2024-01-17,2,0.32022300000000004,621.076934
2024-01-17,3,0.062572,637.081922
2024-01-17,4,0.24428,600.117311
2024-01-17,5,0.2646,582.522681
2024-01-17,6,0.26482,600.642339
2024-01-17,7,0.10124000000000001,630.879703
2024-01-17,8,2.90943,624.458275
2024-01-17,9,159.308714,669.318056
2024-01-17,10,422.117185,745.352595
2024-01-17,11,570.713827,764.304593
2024-01-17,12,628.121768,744.309749
2024-01-17,13,672.287193,551.350947
2024-01-17,14,603.878879,414.604748
2024-01-17,15,457.975687,417.474139
2024-01-17,16,372.756435,395.161392
2024-01-17,17,550.250073,387.86615
2024-01-17,18,87.39057199999999,380.66982
2024-01-17,19,56.910562,385.646826
2024-01-17,20,23.648306,451.70568
2024-01-17,21,8.195143,551.482888
2024-01-17,22,2.484396,660.39473
2024-01-17,23,0.32768,693.164585
2024-01-17,24,0.20904,662.087896
2024-01-18,1,0.027375999999999998,570.873894
2024-01-18,2,0.00024,472.689361
2024-01-18,3,8e-05,384.829048
2024-01-18,4,0.08596,364.101323
2024-01-18,5,8e-05,326.554153
2024-01-18,6,0.0002,306.592603
2024-01-18,7,0.010927000000000001,274.101743
2024-01-18,8,0.2236,236.568973
2024-01-18,9,68.323272,228.616549
2024-01-18,10,324.011683,273.089731
2024-01-18,11,692.826146,320.489667
2024-01-18,12,930.244377,324.716173
2024-01-18,13,1059.635447,359.260468
2024-01-18,14,1082.420474,366.966052
2024-01-18,15,1116.9485180000001,397.623256
2024-01-18,16,856.798476,436.639666
2024-01-18,17,716.7996629999999,447.166003
2024-01-18,18,230.266944,423.259226
2024-01-18,19,171.79245500000002,440.194913
2024-01-18,20,70.014427,436.770414
2024-01-18,21,30.990616000000003,428.771616
2024-01-18,22,17.587349,415.063077
2024-01-18,23,5.683345,398.713788
2024-01-18,24,1.0397319999999999,388.813946
2024-01-19,1,0.077656,383.342606
2024-01-19,2,0.00412,395.682922
2024-01-19,3,0.00288,366.52041
2024-01-19,4,0.089096,395.186745
2024-01-19,5,0.0019039999999999999,392.152795
2024-01-19,6,0.00016,390.562613
2024-01-19,7,0.00012,369.13533
2024-01-19,8,0.936982,353.393966
2024-01-19,9,119.568355,355.748184
2024-01-19,10,482.261943,426.858014
2024-01-19,11,834.452125,405.97692
2024-01-19,12,1086.075412,336.420296
2024-01-19,13,1331.172763,268.86761
2024-01-19,14,1294.0533090000001,279.737774
2024-01-19,15,1006.2265629999999,281.048105
2024-01-19,16,705.7257979999999,289.572986
2024-01-19,17,698.733843,310.273282
2024-01-19,18,258.268799,351.041635
2024-01-19,19,197.477601,407.79666
2024-01-19,20,96.234316,397.537109
2024-01-19,21,44.167447,414.1304
2024-01-19,22,17.251524,434.793048
2024-01-19,23,6.9323239999999995,418.86376
2024-01-19,24,1.086794,378.250411
2024-01-20,1,0.1286,407.460816
2024-01-20,2,0.017255,402.488843
2024-01-20,3,0.00028000000000000003,448.91377
2024-01-20,4,0.244,410.172195
2024-01-20,5,0.05396,425.895964
2024-01-20,6,0.0002,455.750383
2024-01-20,7,0.000823,467.215898
2024-01-20,8,0.44744,494.222727
2024-01-20,9,64.825021,502.73566
2024-01-20,10,207.91488099999998,582.76642
2024-01-20,11,365.901181,592.209971
2024-01-20,12,491.27016699999996,572.777914
2024-01-20,13,496.89842999999996,518.63552
2024-01-20,14,443.768394,468.867269
2024-01-20,15,335.14479,459.016336
2024-01-20,16,205.055167,498.091286
2024-01-20,17,216.416279,475.80681
2024-01-20,18,32.062748,455.541063
2024-01-20,19,25.004514,445.477347
2024-01-20,20,7.9454839999999995,420.727902
2024-01-20,21,2.28751,425.022675
2024-01-20,22,0.12017599999999999,403.60759
2024-01-20,23,0.0942,397.318344
2024-01-20,24,0.08604,384.391306
2024-01-21,1,0.00736,344.494367
2024-01-21,2,0.00036,326.407374
2024-01-21,3,0.00024,346.954949
2024-01-21,4,0.01536,309.279514
2024-01-21,5,0.00028000000000000003,266.589512
2024-01-21,6,0.00016,303.476613
2024-01-21,7,0.0002,307.448166
2024-01-21,8,2.576675,277.402909
2024-01-21,9,215.21066199999999,262.785158
2024-01-21,10,885.930579,269.088454
2024-01-21,11,1665.5876990000002,213.286801
2024-01-21,12,1889.548511,172.836114
2024-01-21,13,1804.911491,158.256145
2024-01-21,14,1272.511806,234.916884
2024-01-21,15,737.237338,312.981874
2024-01-21,16,471.36830399999997,317.428474
2024-01-21,17,869.6572120000001,346.892439
2024-01-21,18,631.170818,377.438758
2024-01-21,19,256.699057,386.932139
2024-01-21,20,107.415632,377.975344
2024-01-21,21,39.995211,390.350961
2024-01-21,22,8.877202,405.3173
2024-01-21,23,1.742092,404.845029
2024-01-21,24,0.271668,422.476672
2024-01-22,1,0.07078,459.41217
2024-01-22,2,0.00032,487.750024
2024-01-22,3,0.0002,561.580818
2024-01-22,4,0.24352,647.579028
2024-01-22,5,0.181007,702.472894
2024-01-22,6,0.00048000000000000007,754.99305
2024-01-22,7,0.00016,771.550445
2024-01-22,8,3.011371,781.660087
2024-01-22,9,215.639556,797.684151
2024-01-22,10,860.434686,833.189302
2024-01-22,11,1580.563889,858.624714
2024-01-22,12,2008.655635,852.230207
2024-01-22,13,2260.498635,835.406829
2024-01-22,14,2248.896313,830.993025
2024-01-22,15,1950.9039579999999,819.1828
2024-01-22,16,1486.186349,844.702419
2024-01-22,17,1217.64584,860.178861
2024-01-22,18,604.565467,840.224297
2024-01-22,19,366.283036,806.789067
2024-01-22,20,225.031723,773.316062
2024-01-22,21,129.21928799999998,775.161881
2024-01-22,22,70.094707,801.54168
2024-01-22,23,25.283317,820.978692
2024-01-22,24,4.603216,805.581805
2024-01-23,1,0.9390470000000001,751.212903
2024-01-23,2,0.156295,725.734645
2024-01-23,3,0.015960000000000002,744.572274
2024-01-23,4,0.24344,747.473578
2024-01-23,5,0.26376,750.18227
2024-01-23,6,0.01796,773.863955
2024-01-23,7,0.00016,754.658799
2024-01-23,8,5.994063,738.653205
2024-01-23,9,270.01894,725.803535
2024-01-23,10,967.516899,810.597718
2024-01-23,11,1572.267803,866.390876
2024-01-23,12,2086.4041,856.469609
2024-01-23,13,2247.077888,833.69229
2024-01-23,14,2284.35212,840.153657
2024-01-23,15,1939.5905699999998,848.672569
2024-01-23,16,1443.31671,876.458724
2024-01-23,17,1163.130577,910.677143
2024-01-23,18,538.772645,923.651982
2024-01-23,19,284.387901,930.229502
2024-01-23,20,237.511666,908.172395
2024-01-23,21,149.325419,885.192807
2024-01-23,22,82.237628,877.463627
2024-01-23,23,31.702658,862.654413
2024-01-23,24,8.082967,843.959859
2024-01-24,1,1.308026,825.852356
2024-01-24,2,0.139255,780.175469
2024-01-24,3,0.0056,738.339291
2024-01-24,4,0.24416,713.052119
2024-01-24,5,0.26444,752.607404
2024-01-24,6,0.2646,798.348667
2024-01-24,7,0.1632,810.188141
2024-01-24,8,6.469215,742.175404
2024-01-24,9,317.779695,758.064144
2024-01-24,10,1154.709996,801.349831
2024-01-24,11,1967.256343,820.562191
2024-01-24,12,2641.9449059999997,794.750265
2024-01-24,13,3206.049366,741.269821
2024-01-24,14,3354.944742,702.858427
2024-01-24,15,2995.7982070000003,750.251478
2024-01-24,16,2455.163321,733.968793
2024-01-24,17,1637.661867,711.407964
2024-01-24,18,809.0848960000001,714.910907
2024-01-24,19,587.338968,682.494539
2024-01-24,20,376.377752,670.530465
2024-01-24,21,217.25694000000001,626.822484
2024-01-24,22,110.882272,635.542596
2024-01-24,23,44.871879,643.680333
2024-01-24,24,12.481517,620.374163
2024-01-25,1,2.7569429999999997,626.0439
2024-01-25,2,0.5895630000000001,649.215587
2024-01-25,3,0.073284,613.031699
2024-01-25,4,0.273892,466.285543
2024-01-25,5,0.270868,423.501376
2024-01-25,6,0.2948,427.649829
2024-01-25,7,0.23208,443.275593
2024-01-25,8,10.239818,441.73094
2024-01-25,9,459.418695,413.770569
2024-01-25,10,1667.397848,467.847673
2024-01-25,11,2773.521481,398.261441
2024-01-25,12,3593.378094,349.846624
2024-01-25,13,3981.031429,315.662656
2024-01-25,14,4204.803865,283.928036
2024-01-25,15,4125.744474,313.204666
2024-01-25,16,3150.863257,374.115317
2024-01-25,17,1934.687228,431.020276
2024-01-25,18,994.692919,503.739902
2024-01-25,19,914.8189040000001,593.610039
2024-01-25,20,779.063634,672.072927
2024-01-25,21,421.319115,742.904061
2024-01-25,22,139.97954000000001,696.224285
2024-01-25,23,53.555718999999996,603.441463
2024-01-25,24,14.832939,500.231965
2024-01-26,1,3.1354610000000003,512.277867
2024-01-26,2,0.660147,531.008486
2024-01-26,3,0.095248,541.993619
2024-01-26,4,0.279296,548.538951
2024-01-26,5,0.266184,547.589774
2024-01-26,6,0.27928,563.289312
2024-01-26,7,0.2175,528.923513
2024-01-26,8,12.686951,499.223065
2024-01-26,9,465.84415,465.75231
2024-01-26,10,1610.398609,426.216249
2024-01-26,11,2742.7661789999997,336.201773
2024-01-26,12,3468.6915759999997,287.355307
2024-01-26,13,3506.093294,249.531457
2024-01-26,14,3516.9112489999998,215.407633
2024-01-26,15,3190.8498999999997,243.182379
2024-01-26,16,2527.032953,247.753647
2024-01-26,17,1771.648061,291.794953
2024-01-26,18,981.9692319999999,353.153438
2024-01-26,19,871.980422,440.314778
2024-01-26,20,754.748794,471.330066
2024-01-26,21,433.941814,537.356041
2024-01-26,22,139.791987,540.560621
2024-01-26,23,53.398525,505.288949
2024-01-26,24,14.084026,490.706175
2024-01-27,1,3.1629869999999998,504.205659
2024-01-27,2,0.576072,466.541589
2024-01-27,3,0.048888,475.502714
2024-01-27,4,0.24464,491.057531
2024-01-27,5,0.26512,487.753606
2024-01-27,6,0.26508,464.545802
2024-01-27,7,0.18756,452.719566
2024-01-27,8,14.164117,426.794948
2024-01-27,9,506.579407,399.006028
2024-01-27,10,1713.305725,335.931717
2024-01-27,11,2862.490276,274.599389
2024-01-27,12,3686.668822,217.150382
2024-01-27,13,4103.182248,184.051235
2024-01-27,14,4215.970716,153.482257
2024-01-27,15,3996.634554,159.729355
2024-01-27,16,3073.791254,166.580324
2024-01-27,17,1996.682093,152.581607
2024-01-27,18,1059.638225,127.393144
2024-01-27,19,948.8361629999999,136.947966
2024-01-27,20,860.264149,135.745593
2024-01-27,21,514.162536,130.420239
2024-01-27,22,169.13606000000001,147.360281
2024-01-27,23,63.901731,174.197842
2024-01-27,24,15.894834,146.225001
2024-01-28,1,3.751319,134.042367
2024-01-28,2,1.250019,128.196459
2024-01-28,3,0.42489199999999994,177.991792
2024-01-28,4,0.270176,219.643884
2024-01-28,5,0.26456,375.736904
2024-01-28,6,0.264552,454.351667
2024-01-28,7,0.31134,408.935079
2024-01-28,8,14.936783,408.930126
2024-01-28,9,520.175791,374.145261
2024-01-28,10,1713.533848,419.871507
2024-01-28,11,2704.560633,367.517634
2024-01-28,12,3256.765094,351.455994
2024-01-28,13,3457.197241,348.435547
2024-01-28,14,3537.682097,292.292938
2024-01-28,15,3381.3029,274.009097
2024-01-28,16,2736.54273,252.763798
2024-01-28,17,1867.398729,227.947497
2024-01-28,18,1034.062575,173.940481
2024-01-28,19,916.445167,206.53691
2024-01-28,20,778.715676,285.405472
2024-01-28,21,441.622608,289.793572
2024-01-28,22,148.683958,272.223776
2024-01-28,23,48.412194,247.021369
2024-01-28,24,12.066513,217.512653
2024-01-29,1,2.8796470000000003,269.629952
2024-01-29,2,0.27991900000000003,243.852496
2024-01-29,3,0.042856000000000005,209.587868
2024-01-29,4,0.24396,218.962922
2024-01-29,5,0.26476,256.719337
2024-01-29,6,0.1064,309.75911
2024-01-29,7,0.010320000000000001,299.461166
2024-01-29,8,16.54541,278.90095
2024-01-29,9,521.527643,247.955064
2024-01-29,10,1856.876681,264.825633
2024-01-29,11,2982.001028,244.040236
2024-01-29,12,3781.17336,193.381602
2024-01-29,13,4297.811612,123.047398
2024-01-29,14,4502.332739,85.420175
2024-01-29,15,4392.236516,84.60937
2024-01-29,16,3496.960302,85.245936
2024-01-29,17,2199.127189,101.406948
2024-01-29,18,1088.250188,136.592908
2024-01-29,19,934.754919,195.179797
2024-01-29,20,849.406826,210.613887
2024-01-29,21,577.119534,186.444981
2024-01-29,22,191.360454,144.357875
2024-01-29,23,65.21298,135.480325
2024-01-29,24,17.4461,92.142581
2024-01-30,1,3.341198,83.280829
2024-01-30,2,0.744283,53.765829
2024-01-30,3,0.105532,32.770598
2024-01-30,4,0.272588,29.271108
2024-01-30,5,0.26892,31.331978
2024-01-30,6,0.275,29.029789
2024-01-30,7,0.289352,25.889231
2024-01-30,8,14.195056,17.827563
