날짜,거래시간,smp_육지,수요_육지
2024-01-01,1,94090.0,59440.0
2024-01-01,2,87910.0,56989.0
2024-01-01,3,78860.0,55335.0
2024-01-01,4,78860.0,54477.0
2024-01-01,5,78860.0,54522.0
2024-01-01,6,78860.0,55176.0
2024-01-01,7,78860.0,56155.0
2024-01-01,8,87910.0,56751.0
2024-01-01,9,89050.0,56628.0
2024-01-01,10,89130.0,54577.0
2024-01-01,11,89090.0,52885.0
2024-01-01,12,89010.0,51394.0
2024-01-01,13,85660.0,50820.0
2024-01-01,14,85440.0,51586.0
2024-01-01,15,85460.0,53607.0
2024-01-01,16,88850.0,55924.0
2024-01-01,17,115860.0,58499.0
2024-01-01,18,120390.0,61815.0
2024-01-01,19,118150.0,63132.0
2024-01-01,20,94090.0,62931.0
2024-01-01,21,94090.0,62188.0
2024-01-01,22,88970.0,61164.0
2024-01-01,23,94070.0,60970.0
2024-01-01,24,94090.0,60735.0
2024-01-02,1,78550.0,57950.0
2024-01-02,2,76470.0,55640.0
2024-01-02,3,76470.0,54423.0
2024-01-02,4,76470.0,54013.0
2024-01-02,5,76470.0,54821.0
2024-01-02,6,76470.0,56898.0
2024-01-02,7,76470.0,61247.0
2024-01-02,8,121710.0,68237.0
2024-01-02,9,155460.0,76961.0
2024-01-02,10,194800.0,80460.0
2024-01-02,11,197690.0,80380.0
2024-01-02,12,178030.0,78418.0
2024-01-02,13,166120.0,75063.0
2024-01-02,14,175040.0,77354.0
2024-01-02,15,175040.0,78370.0
2024-01-02,16,175040.0,78962.0
2024-01-02,17,166120.0,79438.0
2024-01-02,18,166120.0,79190.0
2024-01-02,19,166120.0,77282.0
2024-01-02,20,166120.0,75155.0
2024-01-02,21,154250.0,72394.0
2024-01-02,22,140950.0,70082.0
2024-01-02,23,137350.0,70289.0
2024-01-02,24,132790.0,69487.0
2024-01-03,1,92520.0,65696.0
2024-01-03,2,92500.0,63141.0
2024-01-03,3,92500.0,61664.0
2024-01-03,4,92500.0,61194.0
2024-01-03,5,92500.0,61581.0
2024-01-03,6,92500.0,63301.0
2024-01-03,7,92520.0,66869.0
2024-01-03,8,143000.0,72528.0
2024-01-03,9,167400.0,80235.0
2024-01-03,10,227730.0,83422.0
2024-01-03,11,175280.0,82535.0
2024-01-03,12,167400.0,79764.0
2024-01-03,13,167260.0,75386.0
2024-01-03,14,167260.0,78851.0
2024-01-03,15,167260.0,80137.0
2024-01-03,16,167270.0,80320.0
2024-01-03,17,162100.0,81276.0
2024-01-03,18,160830.0,80849.0
2024-01-03,19,159630.0,79223.0
2024-01-03,20,159130.0,77431.0
2024-01-03,21,158500.0,74779.0
2024-01-03,22,141440.0,72383.0
2024-01-03,23,121700.0,72077.0
2024-01-03,24,141730.0,71400.0
2024-01-04,1,121710.0,67462.0
2024-01-04,2,87640.0,64977.0
2024-01-04,3,81580.0,63750.0
2024-01-04,4,76920.0,63179.0
2024-01-04,5,76920.0,63693.0
2024-01-04,6,80560.0,65327.0
2024-01-04,7,107230.0,68973.0
2024-01-04,8,121740.0,75025.0
2024-01-04,9,167400.0,81728.0
2024-01-04,10,201500.0,81388.0
2024-01-04,11,188280.0,78139.0
2024-01-04,12,168610.0,74381.0
2024-01-04,13,145580.0,70015.0
2024-01-04,14,165520.0,72574.0
2024-01-04,15,164750.0,74343.0
2024-01-04,16,164840.0,76587.0
2024-01-04,17,143670.0,79381.0
2024-01-04,18,143860.0,80141.0
2024-01-04,19,143960.0,78979.0
2024-01-04,20,144160.0,77378.0
2024-01-04,21,139230.0,74608.0
2024-01-04,22,133770.0,72201.0
2024-01-04,23,133790.0,71902.0
2024-01-04,24,133790.0,71231.0
2024-01-05,1,107460.0,67307.0
2024-01-05,2,83790.0,64619.0
2024-01-05,3,83790.0,62985.0
2024-01-05,4,83790.0,62320.0
2024-01-05,5,83790.0,62618.0
2024-01-05,6,83790.0,64021.0
2024-01-05,7,87050.0,67593.0
2024-01-05,8,142510.0,72865.0
2024-01-05,9,171780.0,79708.0
2024-01-05,10,195140.0,80632.0
2024-01-05,11,171780.0,79108.0
2024-01-05,12,167750.0,76430.0
2024-01-05,13,143270.0,72007.0
2024-01-05,14,144340.0,73773.0
2024-01-05,15,159160.0,74558.0
2024-01-05,16,174090.0,75004.0
2024-01-05,17,164800.0,76261.0
2024-01-05,18,161000.0,76418.0
2024-01-05,19,159160.0,75461.0
2024-01-05,20,159160.0,74054.0
2024-01-05,21,159160.0,71947.0
2024-01-05,22,137480.0,69966.0
2024-01-05,23,110760.0,70047.0
2024-01-05,24,137540.0,69584.0
2024-01-06,1,88920.0,65942.0
2024-01-06,2,87750.0,63518.0
2024-01-06,3,84400.0,61950.0
2024-01-06,4,84390.0,61124.0
2024-01-06,5,84420.0,61376.0
2024-01-06,6,86750.0,62128.0
2024-01-06,7,89000.0,63800.0
2024-01-06,8,108560.0,65278.0
2024-01-06,9,112710.0,65979.0
2024-01-06,10,134950.0,63300.0
2024-01-06,11,135710.0,60227.0
2024-01-06,12,143870.0,57474.0
2024-01-06,13,135500.0,54820.0
2024-01-06,14,135500.0,55854.0
2024-01-06,15,135710.0,57848.0
2024-01-06,16,135710.0,60473.0
2024-01-06,17,135000.0,63983.0
2024-01-06,18,134800.0,66679.0
2024-01-06,19,133760.0,67965.0
2024-01-06,20,133750.0,67576.0
2024-01-06,21,133660.0,66752.0
2024-01-06,22,110500.0,65666.0
2024-01-06,23,107140.0,66515.0
2024-01-06,24,88960.0,66501.0
2024-01-07,1,89170.0,63202.0
2024-01-07,2,87950.0,60706.0
2024-01-07,3,77600.0,59094.0
2024-01-07,4,77600.0,58267.0
2024-01-07,5,77600.0,58524.0
2024-01-07,6,77600.0,59242.0
2024-01-07,7,88070.0,60354.0
2024-01-07,8,88070.0,61076.0
2024-01-07,9,88150.0,61502.0
2024-01-07,10,85330.0,59956.0
2024-01-07,11,89370.0,57531.0
2024-01-07,12,85350.0,54609.0
2024-01-07,13,89290.0,53402.0
2024-01-07,14,89290.0,54136.0
2024-01-07,15,85220.0,55985.0
2024-01-07,16,89290.0,59040.0
2024-01-07,17,89290.0,63590.0
2024-01-07,18,116720.0,67878.0
2024-01-07,19,118830.0,69798.0
2024-01-07,20,118810.0,69423.0
2024-01-07,21,117360.0,68435.0
2024-01-07,22,92120.0,67075.0
2024-01-07,23,92120.0,66817.0
2024-01-07,24,92120.0,66665.0
2024-01-08,1,81620.0,64075.0
2024-01-08,2,79630.0,61697.0
2024-01-08,3,79630.0,60688.0
2024-01-08,4,79630.0,60279.0
2024-01-08,5,79630.0,60859.0
2024-01-08,6,79630.0,62938.0
2024-01-08,7,79630.0,67784.0
2024-01-08,8,139850.0,75299.0
2024-01-08,9,162760.0,83991.0
2024-01-08,10,187610.0,84150.0
2024-01-08,11,188500.0,80870.0
2024-01-08,12,177710.0,77220.0
2024-01-08,13,164880.0,72374.0
2024-01-08,14,166510.0,74905.0
2024-01-08,15,178530.0,76736.0
2024-01-08,16,189160.0,79380.0
2024-01-08,17,166510.0,83091.0
2024-01-08,18,166510.0,84037.0
2024-01-08,19,164890.0,82503.0
2024-01-08,20,164370.0,80247.0
2024-01-08,21,163630.0,77254.0
2024-01-08,22,163650.0,74414.0
2024-01-08,23,158730.0,74233.0
2024-01-08,24,142120.0,73473.0
2024-01-09,1,139850.0,69646.0
2024-01-09,2,107270.0,66989.0
2024-01-09,3,107150.0,65422.0
2024-01-09,4,107090.0,64513.0
2024-01-09,5,107420.0,64853.0
2024-01-09,6,107470.0,66359.0
2024-01-09,7,121710.0,69912.0
2024-01-09,8,143290.0,75902.0
2024-01-09,9,166640.0,83988.0
2024-01-09,10,200470.0,87692.0
2024-01-09,11,167400.0,88214.0
2024-01-09,12,167400.0,87188.0
2024-01-09,13,164340.0,83607.0
2024-01-09,14,166630.0,86069.0
2024-01-09,15,167400.0,86210.0
2024-01-09,16,190830.0,85765.0
2024-01-09,17,166630.0,85612.0
2024-01-09,18,166630.0,84130.0
2024-01-09,19,165520.0,81686.0
2024-01-09,20,162390.0,79165.0
2024-01-09,21,162140.0,76004.0
2024-01-09,22,157650.0,73371.0
2024-01-09,23,141240.0,73317.0
2024-01-09,24,154240.0,72596.0
2024-01-10,1,121720.0,68854.0
2024-01-10,2,92430.0,66332.0
2024-01-10,3,92430.0,64902.0
2024-01-10,4,92430.0,64105.0
2024-01-10,5,92430.0,64509.0
2024-01-10,6,92430.0,66079.0
2024-01-10,7,100530.0,69672.0
2024-01-10,8,143390.0,75331.0
2024-01-10,9,172770.0,83079.0
2024-01-10,10,227730.0,85081.0
2024-01-10,11,175740.0,83504.0
2024-01-10,12,177670.0,80157.0
2024-01-10,13,163540.0,75076.0
2024-01-10,14,166630.0,77298.0
2024-01-10,15,166650.0,78309.0
2024-01-10,16,166650.0,79555.0
2024-01-10,17,163540.0,81630.0
2024-01-10,18,163970.0,81981.0
2024-01-10,19,163550.0,80657.0
2024-01-10,20,163550.0,78907.0
2024-01-10,21,163550.0,76256.0
2024-01-10,22,141440.0,73776.0
2024-01-10,23,141440.0,73709.0
2024-01-10,24,141440.0,72964.0
2024-01-11,1,121710.0,69021.0
2024-01-11,2,92590.0,66489.0
2024-01-11,3,92590.0,65087.0
2024-01-11,4,92590.0,64253.0
2024-01-11,5,92590.0,64617.0
2024-01-11,6,92590.0,66162.0
2024-01-11,7,111150.0,69744.0
2024-01-11,8,162430.0,75344.0
2024-01-11,9,175060.0,82561.0
2024-01-11,10,190830.0,84185.0
2024-01-11,11,172130.0,82131.0
2024-01-11,12,163330.0,78675.0
2024-01-11,13,162410.0,72980.0
2024-01-11,14,162410.0,75892.0
2024-01-11,15,162410.0,77721.0
2024-01-11,16,162410.0,79559.0
2024-01-11,17,162520.0,81240.0
2024-01-11,18,162520.0,81180.0
2024-01-11,19,162810.0,79720.0
2024-01-11,20,164540.0,77739.0
2024-01-11,21,162420.0,74923.0
2024-01-11,22,162420.0,72410.0
2024-01-11,23,141240.0,72457.0
2024-01-11,24,158840.0,71688.0
2024-01-12,1,121720.0,67772.0
2024-01-12,2,93480.0,65030.0
2024-01-12,3,91930.0,63516.0
2024-01-12,4,80460.0,62857.0
2024-01-12,5,93390.0,63375.0
2024-01-12,6,92610.0,65022.0
2024-01-12,7,109160.0,68559.0
2024-01-12,8,144580.0,73903.0
2024-01-12,9,168020.0,80506.0
2024-01-12,10,195390.0,80165.0
2024-01-12,11,170690.0,76646.0
2024-01-12,12,168010.0,72407.0
2024-01-12,13,147250.0,67438.0
2024-01-12,14,147130.0,69567.0
2024-01-12,15,147130.0,71019.0
2024-01-12,16,147130.0,73419.0
2024-01-12,17,164410.0,76644.0
2024-01-12,18,161940.0,77897.0
2024-01-12,19,162970.0,76978.0
2024-01-12,20,161940.0,75420.0
2024-01-12,21,161950.0,73259.0
2024-01-12,22,139850.0,71215.0
2024-01-12,23,135440.0,71498.0
2024-01-12,24,142550.0,71129.0
2024-01-13,1,133690.0,67548.0
2024-01-13,2,122140.0,65005.0
2024-01-13,3,105360.0,63406.0
2024-01-13,4,105360.0,62498.0
2024-01-13,5,105360.0,62717.0
2024-01-13,6,106290.0,63321.0
2024-01-13,7,122140.0,64824.0
2024-01-13,8,122140.0,66273.0
2024-01-13,9,122170.0,66893.0
2024-01-13,10,121720.0,64020.0
2024-01-13,11,124780.0,60990.0
2024-01-13,12,124780.0,58074.0
2024-01-13,13,105360.0,55138.0
2024-01-13,14,105360.0,55618.0
2024-01-13,15,105360.0,56784.0
2024-01-13,16,106900.0,59686.0
2024-01-13,17,114400.0,63420.0
2024-01-13,18,135710.0,66522.0
2024-01-13,19,139570.0,68211.0
2024-01-13,20,167730.0,67811.0
2024-01-13,21,138610.0,66984.0
2024-01-13,22,136050.0,65883.0
2024-01-13,23,138090.0,66880.0
2024-01-13,24,134600.0,66868.0
2024-01-14,1,87910.0,63642.0
2024-01-14,2,80700.0,61129.0
2024-01-14,3,77510.0,59549.0
2024-01-14,4,77510.0,58611.0
2024-01-14,5,77510.0,58723.0
2024-01-14,6,79510.0,59483.0
2024-01-14,7,80700.0,60603.0
2024-01-14,8,80700.0,61438.0
2024-01-14,9,86860.0,60799.0
2024-01-14,10,77450.0,57886.0
2024-01-14,11,77450.0,56700.0
2024-01-14,12,77450.0,56090.0
2024-01-14,13,77450.0,56426.0
2024-01-14,14,86520.0,57948.0
2024-01-14,15,86830.0,60420.0
2024-01-14,16,86510.0,62091.0
2024-01-14,17,88890.0,63375.0
2024-01-14,18,88890.0,65715.0
2024-01-14,19,100220.0,66854.0
2024-01-14,20,89130.0,66349.0
2024-01-14,21,95690.0,65528.0
2024-01-14,22,95600.0,64418.0
2024-01-14,23,89170.0,64272.0
2024-01-14,24,89210.0,64251.0
2024-01-15,1,95660.0,61536.0
2024-01-15,2,78700.0,59448.0
2024-01-15,3,78700.0,58496.0
2024-01-15,4,78700.0,58201.0
2024-01-15,5,78700.0,59069.0
2024-01-15,6,78700.0,61284.0
2024-01-15,7,91720.0,65974.0
2024-01-15,8,144080.0,73148.0
2024-01-15,9,176280.0,81239.0
2024-01-15,10,200650.0,81399.0
2024-01-15,11,182400.0,78534.0
2024-01-15,12,177380.0,75130.0
2024-01-15,13,165730.0,70412.0
2024-01-15,14,165740.0,72650.0
2024-01-15,15,167410.0,74098.0
2024-01-15,16,167400.0,76368.0
2024-01-15,17,167400.0,80027.0
2024-01-15,18,165760.0,81436.0
2024-01-15,19,165520.0,80582.0
2024-01-15,20,164380.0,78733.0
2024-01-15,21,162750.0,75927.0
2024-01-15,22,162570.0,73464.0
2024-01-15,23,162570.0,73660.0
2024-01-15,24,162570.0,72958.0
2024-01-16,1,142120.0,69220.0
2024-01-16,2,104310.0,66987.0
2024-01-16,3,91780.0,65680.0
2024-01-16,4,91780.0,64922.0
2024-01-16,5,91780.0,65306.0
2024-01-16,6,91780.0,67079.0
2024-01-16,7,126440.0,70891.0
2024-01-16,8,143430.0,76883.0
2024-01-16,9,167460.0,83487.0
2024-01-16,10,177280.0,82585.0
2024-01-16,11,170360.0,79345.0
2024-01-16,12,177590.0,75897.0
2024-01-16,13,165080.0,71396.0
2024-01-16,14,167190.0,74657.0
2024-01-16,15,167340.0,76725.0
2024-01-16,16,167240.0,78402.0
2024-01-16,17,167420.0,80251.0
2024-01-16,18,165100.0,81241.0
2024-01-16,19,165090.0,80777.0
2024-01-16,20,162330.0,78982.0
2024-01-16,21,160380.0,75905.0
2024-01-16,22,153980.0,73270.0
2024-01-16,23,137630.0,73048.0
2024-01-16,24,154220.0,72318.0
2024-01-17,1,126440.0,68410.0
2024-01-17,2,106550.0,65806.0
2024-01-17,3,106550.0,64211.0
2024-01-17,4,107110.0,63339.0
2024-01-17,5,106550.0,63645.0
2024-01-17,6,106550.0,65281.0
2024-01-17,7,114720.0,68904.0
2024-01-17,8,141830.0,74554.0
2024-01-17,9,177550.0,82162.0
2024-01-17,10,177630.0,85525.0
2024-01-17,11,185390.0,86162.0
2024-01-17,12,177630.0,85117.0
2024-01-17,13,165960.0,82122.0
2024-01-17,14,167390.0,84994.0
2024-01-17,15,167810.0,85776.0
2024-01-17,16,167700.0,85232.0
2024-01-17,17,167390.0,84490.0
2024-01-17,18,165960.0,82444.0
2024-01-17,19,164750.0,80112.0
2024-01-17,20,163710.0,77826.0
2024-01-17,21,163710.0,74950.0
2024-01-17,22,159590.0,72458.0
2024-01-17,23,139490.0,72149.0
2024-01-17,24,163370.0,71467.0
2024-01-18,1,97440.0,67541.0
2024-01-18,2,90960.0,64787.0
2024-01-18,3,90960.0,63108.0
2024-01-18,4,90960.0,62408.0
2024-01-18,5,90960.0,62610.0
2024-01-18,6,90960.0,64051.0
2024-01-18,7,114720.0,67458.0
2024-01-18,8,141050.0,72463.0
2024-01-18,9,167970.0,79814.0
2024-01-18,10,197680.0,82859.0
2024-01-18,11,189390.0,82978.0
2024-01-18,12,186730.0,81088.0
2024-01-18,13,167960.0,77295.0
2024-01-18,14,167950.0,79737.0
2024-01-18,15,169730.0,79855.0
2024-01-18,16,169730.0,79485.0
2024-01-18,17,167950.0,79796.0
2024-01-18,18,167960.0,78958.0
2024-01-18,19,167960.0,77781.0
2024-01-18,20,167960.0,76041.0
2024-01-18,21,140760.0,73495.0
2024-01-18,22,139490.0,71104.0
2024-01-18,23,131940.0,71126.0
2024-01-18,24,140760.0,70387.0
2024-01-19,1,97400.0,66528.0
2024-01-19,2,91740.0,63822.0
2024-01-19,3,91740.0,62184.0
2024-01-19,4,91740.0,61529.0
2024-01-19,5,91740.0,61842.0
2024-01-19,6,91740.0,63343.0
2024-01-19,7,114720.0,66789.0
2024-01-19,8,142800.0,71757.0
2024-01-19,9,167380.0,78901.0
2024-01-19,10,207990.0,81003.0
2024-01-19,11,178020.0,80561.0
2024-01-19,12,167360.0,78623.0
2024-01-19,13,167360.0,74238.0
2024-01-19,14,167350.0,76345.0
2024-01-19,15,167350.0,77298.0
2024-01-19,16,167400.0,77717.0
2024-01-19,17,167360.0,78041.0
2024-01-19,18,167360.0,77217.0
2024-01-19,19,167360.0,75993.0
2024-01-19,20,162110.0,74420.0
2024-01-19,21,152710.0,72152.0
2024-01-19,22,141050.0,69997.0
2024-01-19,23,131890.0,70068.0
2024-01-19,24,141050.0,69442.0
2024-01-20,1,112690.0,65578.0
2024-01-20,2,84590.0,62945.0
2024-01-20,3,84540.0,61288.0
2024-01-20,4,80760.0,60399.0
2024-01-20,5,80760.0,60364.0
2024-01-20,6,84540.0,61113.0
2024-01-20,7,87300.0,62477.0
2024-01-20,8,86750.0,63879.0
2024-01-20,9,132030.0,65942.0
2024-01-20,10,138700.0,68064.0
2024-01-20,11,139160.0,69500.0
2024-01-20,12,139150.0,69413.0
2024-01-20,13,126550.0,67654.0
2024-01-20,14,130680.0,68116.0
2024-01-20,15,135240.0,68012.0
2024-01-20,16,130280.0,67760.0
2024-01-20,17,119650.0,67623.0
2024-01-20,18,119650.0,67693.0
2024-01-20,19,131060.0,68043.0
2024-01-20,20,125880.0,67415.0
2024-01-20,21,124780.0,66190.0
2024-01-20,22,114400.0,64961.0
2024-01-20,23,107810.0,65538.0
2024-01-20,24,114400.0,65369.0
2024-01-21,1,135900.0,62027.0
2024-01-21,2,88890.0,59415.0
2024-01-21,3,78490.0,57658.0
2024-01-21,4,77300.0,56847.0
2024-01-21,5,77300.0,56718.0
2024-01-21,6,78460.0,57309.0
2024-01-21,7,78490.0,58370.0
2024-01-21,8,78490.0,59243.0
2024-01-21,9,87750.0,59826.0
2024-01-21,10,104000.0,59389.0
2024-01-21,11,114370.0,58534.0
2024-01-21,12,88810.0,57325.0
2024-01-21,13,85680.0,57282.0
2024-01-21,14,104000.0,59319.0
2024-01-21,15,104000.0,60994.0
2024-01-21,16,111360.0,61878.0
2024-01-21,17,126060.0,63139.0
2024-01-21,18,130640.0,65428.0
2024-01-21,19,134600.0,66867.0
2024-01-21,20,132490.0,66400.0
2024-01-21,21,119620.0,65562.0
2024-01-21,22,109860.0,64572.0
2024-01-21,23,109820.0,64516.0
2024-01-21,24,114370.0,64348.0
2024-01-22,1,104310.0,61623.0
2024-01-22,2,80320.0,59258.0
2024-01-22,3,80320.0,58195.0
2024-01-22,4,80320.0,57916.0
2024-01-22,5,80320.0,58892.0
2024-01-22,6,80320.0,61479.0
2024-01-22,7,83960.0,66391.0
2024-01-22,8,139490.0,73629.0
2024-01-22,9,177370.0,82606.0
2024-01-22,10,198320.0,85783.0
2024-01-22,11,198320.0,85308.0
2024-01-22,12,179000.0,83213.0
2024-01-22,13,167400.0,79302.0
2024-01-22,14,167400.0,82167.0
2024-01-22,15,179000.0,83458.0
2024-01-22,16,191390.0,84691.0
2024-01-22,17,167400.0,86569.0
2024-01-22,18,167400.0,86746.0
2024-01-22,19,167410.0,85215.0
2024-01-22,20,167410.0,82958.0
2024-01-22,21,161940.0,79749.0
2024-01-22,22,139490.0,76697.0
2024-01-22,23,139490.0,76329.0
2024-01-22,24,141640.0,75593.0
2024-01-23,1,143100.0,71882.0
2024-01-23,2,131420.0,69535.0
2024-01-23,3,131420.0,68166.0
2024-01-23,4,131420.0,67259.0
2024-01-23,5,131420.0,67479.0
2024-01-23,6,131420.0,69230.0
2024-01-23,7,137850.0,73179.0
2024-01-23,8,167390.0,79283.0
2024-01-23,9,168320.0,87237.0
2024-01-23,10,198320.0,88662.0
2024-01-23,11,187070.0,87554.0
2024-01-23,12,180200.0,86138.0
2024-01-23,13,164600.0,82301.0
2024-01-23,14,167030.0,85110.0
2024-01-23,15,172110.0,86501.0
2024-01-23,16,189160.0,87484.0
2024-01-23,17,185470.0,89231.0
2024-01-23,18,182430.0,89210.0
2024-01-23,19,172310.0,87474.0
2024-01-23,20,167380.0,85116.0
2024-01-23,21,165520.0,81576.0
2024-01-23,22,163270.0,78627.0
2024-01-23,23,163250.0,77589.0
2024-01-23,24,167070.0,76898.0
2024-01-24,1,167070.0,73303.0
2024-01-24,2,143000.0,70763.0
2024-01-24,3,134450.0,69057.0
2024-01-24,4,134450.0,68210.0
2024-01-24,5,135090.0,68317.0
2024-01-24,6,135090.0,69708.0
2024-01-24,7,143100.0,73355.0
2024-01-24,8,167080.0,79610.0
2024-01-24,9,177170.0,87185.0
2024-01-24,10,208220.0,88055.0
2024-01-24,11,175930.0,86418.0
2024-01-24,12,172740.0,84239.0
2024-01-24,13,168340.0,79532.0
2024-01-24,14,168370.0,81501.0
2024-01-24,15,166680.0,82340.0
2024-01-24,16,166370.0,83586.0
2024-01-24,17,168220.0,86201.0
2024-01-24,18,167400.0,86696.0
2024-01-24,19,167400.0,85085.0
2024-01-24,20,166270.0,83137.0
2024-01-24,21,165400.0,80165.0
2024-01-24,22,164110.0,77248.0
2024-01-24,23,163810.0,76209.0
2024-01-24,24,164110.0,75420.0
2024-01-25,1,142710.0,71682.0
2024-01-25,2,114720.0,69416.0
2024-01-25,3,114720.0,67979.0
2024-01-25,4,114720.0,67204.0
2024-01-25,5,114720.0,67348.0
2024-01-25,6,114720.0,68940.0
2024-01-25,7,132900.0,72715.0
2024-01-25,8,158340.0,79039.0
2024-01-25,9,166340.0,86602.0
2024-01-25,10,194520.0,86788.0
2024-01-25,11,167800.0,84336.0
2024-01-25,12,167740.0,80911.0
2024-01-25,13,164120.0,75937.0
2024-01-25,14,167660.0,77748.0
2024-01-25,15,167630.0,78364.0
2024-01-25,16,177490.0,79945.0
2024-01-25,17,167630.0,83207.0
2024-01-25,18,167690.0,84722.0
2024-01-25,19,167720.0,84066.0
2024-01-25,20,167230.0,82160.0
2024-01-25,21,165200.0,79236.0
2024-01-25,22,165050.0,76288.0
2024-01-25,23,165080.0,75852.0
2024-01-25,24,165100.0,75068.0
2024-01-26,1,160360.0,71198.0
2024-01-26,2,125120.0,68721.0
2024-01-26,3,114720.0,66970.0
2024-01-26,4,114720.0,66358.0
2024-01-26,5,114720.0,66419.0
2024-01-26,6,114720.0,68123.0
2024-01-26,7,139490.0,71738.0
2024-01-26,8,162160.0,77644.0
2024-01-26,9,169330.0,84354.0
2024-01-26,10,190970.0,83873.0
2024-01-26,11,173860.0,81078.0
2024-01-26,12,169390.0,77710.0
2024-01-26,13,159740.0,73079.0
2024-01-26,14,166000.0,75193.0
2024-01-26,15,166010.0,76303.0
2024-01-26,16,167380.0,77672.0
2024-01-26,17,167530.0,79806.0
2024-01-26,18,167380.0,80103.0
2024-01-26,19,164190.0,79369.0
2024-01-26,20,162480.0,77791.0
2024-01-26,21,162430.0,75537.0
2024-01-26,22,162460.0,73123.0
2024-01-26,23,141730.0,72975.0
2024-01-26,24,162460.0,72539.0
2024-01-27,1,111650.0,68971.0
2024-01-27,2,97530.0,66466.0
2024-01-27,3,84380.0,64712.0
2024-01-27,4,84380.0,63746.0
2024-01-27,5,84380.0,63628.0
2024-01-27,6,84470.0,64057.0
2024-01-27,7,89000.0,65722.0
2024-01-27,8,106840.0,67165.0
2024-01-27,9,142260.0,68069.0
2024-01-27,10,142170.0,65996.0
2024-01-27,11,155460.0,63062.0
2024-01-27,12,143630.0,59841.0
2024-01-27,13,136820.0,56575.0
2024-01-27,14,136950.0,56942.0
2024-01-27,15,135960.0,57688.0
2024-01-27,16,139910.0,60391.0
2024-01-27,17,133430.0,63828.0
2024-01-27,18,141770.0,67017.0
2024-01-27,19,141870.0,69125.0
2024-01-27,20,141790.0,68893.0
2024-01-27,21,138220.0,67862.0
2024-01-27,22,108110.0,66594.0
2024-01-27,23,108190.0,67060.0
2024-01-27,24,110270.0,66969.0
2024-01-28,1,96480.0,63814.0
2024-01-28,2,85110.0,61330.0
2024-01-28,3,78690.0,59477.0
2024-01-28,4,78690.0,58659.0
2024-01-28,5,78690.0,58780.0
2024-01-28,6,78690.0,59528.0
2024-01-28,7,85050.0,60603.0
2024-01-28,8,88070.0,61411.0
2024-01-28,9,89030.0,60813.0
2024-01-28,10,89250.0,57833.0
2024-01-28,11,89210.0,55983.0
2024-01-28,12,89170.0,54522.0
2024-01-28,13,89130.0,54077.0
2024-01-28,14,87910.0,54177.0
2024-01-28,15,87910.0,54648.0
2024-01-28,16,84920.0,56755.0
2024-01-28,17,89050.0,60578.0
2024-01-28,18,89450.0,64940.0
2024-01-28,19,117920.0,67741.0
2024-01-28,20,117700.0,67727.0
2024-01-28,21,117620.0,67014.0
2024-01-28,22,95740.0,65778.0
2024-01-28,23,96300.0,65552.0
2024-01-28,24,96690.0,65109.0
2024-01-29,1,80920.0,62440.0
2024-01-29,2,75880.0,60180.0
2024-01-29,3,75370.0,59173.0
2024-01-29,4,75370.0,58843.0
2024-01-29,5,75880.0,59296.0
2024-01-29,6,77080.0,61642.0
2024-01-29,7,87480.0,66366.0
2024-01-29,8,139640.0,73716.0
2024-01-29,9,171140.0,82005.0
2024-01-29,10,201240.0,82039.0
2024-01-29,11,174640.0,78597.0
2024-01-29,12,179450.0,74797.0
2024-01-29,13,164870.0,69675.0
2024-01-29,14,164900.0,71881.0
2024-01-29,15,167400.0,72983.0
2024-01-29,16,165360.0,74957.0
2024-01-29,17,189270.0,78226.0
2024-01-29,18,165450.0,79901.0
2024-01-29,19,165520.0,79896.0
2024-01-29,20,159520.0,78215.0
2024-01-29,21,141440.0,75476.0
2024-01-29,22,141440.0,72972.0
2024-01-29,23,141440.0,72716.0
2024-01-29,24,139490.0,72037.0
2024-01-30,1,139490.0,68319.0
2024-01-30,2,96580.0,65980.0
2024-01-30,3,92870.0,64447.0
2024-01-30,4,92870.0,63963.0
2024-01-30,5,92870.0,64302.0
2024-01-30,6,104310.0,66036.0
2024-01-30,7,125120.0,70048.0
2024-01-30,8,143590.0,76085.0
2024-01-30,9,167400.0,82692.0
2024-01-30,10,195140.0,81636.0
2024-01-30,11,175320.0,78070.0
2024-01-30,12,170370.0,74143.0
2024-01-30,13,164490.0,69078.0
2024-01-30,14,182400.0,71571.0
2024-01-30,15,166530.0,73269.0
2024-01-30,16,167400.0,75275.0
2024-01-30,17,177360.0,77431.0
2024-01-30,18,165280.0,78182.0
2024-01-30,19,164490.0,78233.0
2024-01-30,20,162610.0,76766.0
2024-01-30,21,162610.0,74273.0
2024-01-30,22,151260.0,71641.0
2024-01-30,23,151330.0,71545.0
2024-01-30,24,151080.0,70692.0
2024-01-31,1,143290.0,67081.0
2024-01-31,2,106920.0,64610.0
2024-01-31,3,105830.0,62946.0
2024-01-31,4,104310.0,62178.0
2024-01-31,5,105940.0,62211.0
2024-01-31,6,109050.0,63658.0
2024-01-31,7,125120.0,67203.0
2024-01-31,8,142900.0,72620.0
2024-01-31,9,175050.0,79515.0
2024-01-31,10,209360.0,80671.0
2024-01-31,11,190640.0,77517.0
2024-01-31,12,181220.0,72787.0
2024-01-31,13,165060.0,66121.0
2024-01-31,14,175160.0,67447.0
2024-01-31,15,182390.0,68587.0
