row_number,market_area,company_name,generator_name,dispatch_type,generation_source,generation_form,fuel_type,capacity_mw
978,수도권,한국철도공사,금정전철변압기#1(직접구매자) ,비중앙,기타,기타,기타,90.0
979,비수도권,한화솔루션(주) 여수,"여수 CA-5,6(직접구매자)",비중앙,기타,기타,기타,255.0
980,비수도권,한화솔루션(주) 여수,"여수 CA-3,4(직접구매자)",비중앙,기타,기타,기타,235.0
981,비수도권,한화솔루션(주) 여수,여수 OA(직접구매자),비중앙,기타,기타,기타,80.0
982,비수도권,한화솔루션(주) 울산2,울산2공장 GIS(직접구매자),비중앙,기타,기타,기타,45.0
983,비수도권,한국철도공사,김천전철변압기(대표)(직접구매자),비중앙,기타,기타,기타,250.0
984,비수도권,(주)엘지화학(CA2),LG화학(CA2) 직접구매자,비중앙,기타,기타,기타,225.0
985,수도권,유한회사 지케이스태츠포,지케이스태츠포 태양광,비중앙,신재생에너지,태양광,태양광,3.0
986,비수도권,씨엔씨티쏠라넷에스투(주),네오팜 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.499
987,수도권,유한회사 지케이스태츠투,지케이스태츠투 태양광,비중앙,신재생에너지,태양광,태양광,1.412
988,비수도권,진이엔지(주),GREF Energy Noksan 태양광,비중앙,신재생에너지,태양광,태양광,2.64
989,비수도권,정화유진2태양광발전소,정화유진2 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.1
990,비수도권,주식회사 티에이치1,티에이치1 태양광발전소,비중앙,신재생에너지,태양광,태양광,1.0
991,비수도권,주식회사 소망,소망 태양광발전소,비중앙,신재생에너지,태양광,태양광,1.0
992,비수도권,주식회사 사랑,사랑 태양광발전소,비중앙,신재생에너지,태양광,태양광,1.0
993,비수도권,주식회사 햇빛,햇빛 태양광발전소,비중앙,신재생에너지,태양광,태양광,1.0
994,비수도권,샬롬태양광발전소,샬롬 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.499
995,비수도권,주식회사 봉두,봉두 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.221
996,비수도권,주식회사 상림,상림 태양광발전소,비중앙,신재생에너지,태양광,태양광,1.0
997,비수도권,주식회사 옥당,옥당 태양광발전소,비중앙,신재생에너지,태양광,태양광,1.0
998,비수도권,주식회사 덕유,덕유 태양광발전소,비중앙,신재생에너지,태양광,태양광,1.0
999,비수도권,주식회사 서상,서상 태양광발전소,비중앙,신재생에너지,태양광,태양광,1.0
1000,비수도권,주식회사 봉정,봉정 태양광발전소,비중앙,신재생에너지,태양광,태양광,1.0
1001,비수도권,주식회사 자비,자비 태양광발전소,비중앙,신재생에너지,태양광,태양광,1.0
1002,비수도권,주식회사 통해,양촌2 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.5
1003,비수도권,삼영엠티(주),햇빛에너지,비중앙,신재생에너지,태양광,태양광,1.528
1004,비수도권,HD현대 주식회사,울산공장1호_특수선성행1공장 건물 위,비중앙,신재생에너지,태양광,태양광,0.196
1005,비수도권,HD현대 주식회사,울산공장1호_기계가공2-2공장 건물 위,비중앙,신재생에너지,태양광,태양광,1.742
1006,비수도권,(주)탑아이엔디,탑아이엔디3 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.493
1007,비수도권,(주)탑아이엔디,탑아이엔디2 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.284
1008,비수도권,(주)탑아이엔디,탑아이엔디1 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.41
1009,비수도권,솔라닉스일호 주식회사,솔라파크 익산 대조2호,비중앙,신재생에너지,태양광,태양광,0.461
1010,비수도권,솔라닉스일호 주식회사,솔라파크 익산 대조1호,비중앙,신재생에너지,태양광,태양광,0.99
1011,비수도권,주식회사 솔라테크에너지8호,극동진열 태양광발전소,비중앙,신재생에너지,태양광,태양광,1.089
1012,비수도권,에스케이-12태양광발전소,에스케이-12 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.999
1013,비수도권,주식회사 그린솔라감곡제1호 태양광발전소,그린솔라 감곡제1호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.999
1014,비수도권,씨엔씨티쏠라넷에스투(주),한성정밀공업(천안공장)태양광발전소,비중앙,신재생에너지,태양광,태양광,0.915
1015,제주,주식회사 엔이더스,(주)엔이더스 난산리 태양광,비중앙,신재생에너지,태양광,태양광,0.991
1016,비수도권,주식회사 자하쏠라,횡계에너지1호,비중앙,신재생에너지,태양광,태양광,0.7
1017,제주,조수리 자이1호 태양광발전소,조수리 자이1호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.099
1018,제주,재아에너지 태양광발전소,재아에너지 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.099
1019,제주,조수리교동3호태양광발전소,조수리교통3호태양광발전소,비중앙,신재생에너지,태양광,태양광,0.099
1020,비수도권,에이치비칠호(주),포스코모빌리티 태양광발전기,비중앙,신재생에너지,태양광,태양광,1.649
1021,비수도권,유한회사 가은에스엠씨,가은에스엠씨 태양광,비중앙,신재생에너지,태양광,태양광,2.975
1022,비수도권,오리온에너지1호(주),하사리 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.682
1023,비수도권,씨엔씨티쏠라넷에스투(주),동국첨단소재 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.364
1024,비수도권,목성솔라(주),차항리1차발전소,비중앙,신재생에너지,태양광,태양광,0.497
1025,비수도권,주식회사 오성에너지,사촌2 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.495
1026,비수도권,지에스당진솔라팜 ,지에스당진솔라팜 1-2호 태양광발전소,비중앙,신재생에너지,태양광,태양광,57.985
1027,비수도권,주식회사 홍보에너지,바이오가스 발전기,비중앙,신재생에너지,내연,바이오가스,2.0
1028,비수도권,신촌6호태양광발전소,신촌6호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.994
1029,비수도권,(주)오성쏠라,사촌1호태양광발전,비중앙,신재생에너지,태양광,태양광,0.495
1030,비수도권,신촌5호태양광발전소,신촌5호태양광발전소,비중앙,신재생에너지,태양광,태양광,0.994
1031,비수도권,덕암2호 태양광발전소,덕암2호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.993
1032,비수도권,브라이트전국태양광26호(주),세정 11호,비중앙,신재생에너지,태양광,태양광,0.268
1033,수도권,(주)창환단자공업,창환단자공업 태양광발전기,비중앙,신재생에너지,태양광,태양광,1.389
1034,제주,진우태양광발전소,진우태양광발전소,비중앙,신재생에너지,태양광,태양광,0.497
1035,비수도권,(주)도천솔라,도천 태양광발전소,비중앙,신재생에너지,태양광,태양광,1.495
1036,비수도권,주식회사 해오름,해오름1호 태양광 ,비중앙,신재생에너지,태양광,태양광,0.498
1037,비수도권,주식회사 보람,보람태양광 ,비중앙,신재생에너지,태양광,태양광,0.965
1038,비수도권,주식회사 분성태양광,분성 태양광,비중앙,신재생에너지,태양광,태양광,0.965
1039,비수도권,(주)삼포리태양광,삼포리태양광발전소,비중앙,신재생에너지,태양광,태양광,0.965
1040,비수도권,(주)법륜태양광,동우태양광발전소,비중앙,신재생에너지,태양광,태양광,0.965
1041,비수도권,위드솔 주식회사,제이에이치케이태양광발전소,비중앙,신재생에너지,태양광,태양광,0.965
1042,비수도권,솔라닉스이호주식회사,솔라파크 강진 용월1호,비중앙,신재생에너지,태양광,태양광,0.494
1043,비수도권,솔라닉스이호주식회사,솔라파크 논산 용산1호,비중앙,신재생에너지,태양광,태양광,0.923
1044,비수도권,(주)한국카본,한국카본솔렉트 남기발전소,비중앙,신재생에너지,태양광,태양광,0.731
1045,비수도권,특수태양광발전소,특수 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.998
1046,비수도권,유한회사 진우태양광발전소,유한회사 진우태양광발전소,비중앙,신재생에너지,태양광,태양광,0.998
1047,비수도권,HD현대 주식회사,건기 울산공장1호_2공장,비중앙,신재생에너지,태양광,태양광,2.953
1048,제주,태영 태양광발전소,태영 태양광발전기,비중앙,신재생에너지,태양광,태양광,0.05
1049,제주,덕형 태양광발전소,덕형 태양광발전기,비중앙,신재생에너지,태양광,태양광,0.099
1050,제주,동영발전4호,동영발전4호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.099
1051,비수도권,켑코솔라 주식회사,KEPCO-12-6 대구대학교태양광발전소,비중앙,신재생에너지,태양광,태양광,2.005
1052,비수도권,켑코솔라 주식회사,KEPCO-12-7 대구대학교태양광발전소,비중앙,신재생에너지,태양광,태양광,2.309
1053,비수도권,미화3호 태양광발전소,미화3호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.431
1054,제주,란3호 태양광발전소,란3호 태양광 발전기,비중앙,신재생에너지,태양광,태양광,0.1
1055,비수도권,주식회사 호선,호선 태양광,비중앙,신재생에너지,태양광,태양광,0.99
1056,제주,평화 태양광발전소,평화 태양광발전기,비중앙,신재생에너지,태양광,태양광,0.099
1057,제주,세영5호태양광발전소,세영5호태양광발전기,비중앙,신재생에너지,태양광,태양광,0.099
1058,제주,태양8호 태양광발전소,태양8호 태양광발전기,비중앙,신재생에너지,태양광,태양광,0.23
1059,제주,(주)인코어드 테크놀로지스,월정 ESS 발전소,비중앙,기타,기타,전기저장장치(비중앙),0.099
1060,비수도권,솔라원삼호주식회사,디알솔라 태양광발전소 ,비중앙,신재생에너지,태양광,태양광,0.495
1061,수도권,솔라원이호주식회사,희원 태양광발전소 ,비중앙,신재생에너지,태양광,태양광,0.404
1062,수도권,솔라원이호주식회사,포천HOB 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.387
1063,수도권,솔라원이호주식회사,포천형락1 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.398
1064,수도권,솔라원이호주식회사,코디1 태양광발전소 ,비중앙,신재생에너지,태양광,태양광,0.405
1065,비수도권,솔라원이호주식회사,은기지오 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.478
1066,수도권,솔라원이호주식회사,웅담1 태양광발전소 ,비중앙,신재생에너지,태양광,태양광,0.409
1067,수도권,솔라원이호주식회사,서영3 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.411
1068,비수도권,솔라원이호주식회사,봉전리7호 태양광발전소 ,비중앙,신재생에너지,태양광,태양광,0.42
1069,비수도권,솔라닉스일호 주식회사,솔라파크 춘천 원창1호,비중앙,신재생에너지,태양광,태양광,0.999
1070,제주,상명태양광발전소,상명 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.699
1071,비수도권,주식회사 에이치에스알1,HSR2호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.292
1072,비수도권,솔라원이호주식회사,봉전리2호 태양광발전소 ,비중앙,신재생에너지,태양광,태양광,0.499
1073,비수도권,솔라원이호주식회사,봉전리1호 태양광발전소 ,비중앙,신재생에너지,태양광,태양광,0.499
1074,수도권,솔라원이호주식회사,그린7 태양광발전소 ,비중앙,신재생에너지,태양광,태양광,0.399
1075,수도권,솔라원이호주식회사,알이100서비스4호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.377
1076,비수도권,솔라원이호주식회사,아승4호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.5
1077,비수도권,씨엔씨티쏠라넷에스투(주),조운벤드 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.207
1078,비수도권,매산태양광발전소,매산발전소,비중앙,신재생에너지,태양광,태양광,0.87
1079,비수도권,광산 태양광발전소,광산 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.985
1080,비수도권,주호천사 태양광발전소,주호천사 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.099
1081,비수도권,유한회사 프라임태양광,(유)프라임태양광,비중앙,신재생에너지,태양광,태양광,0.999
1082,비수도권,지에스당진솔라팜 ,지에스당진솔라팜 2호 태양광발전소,비중앙,신재생에너지,태양광,태양광,49.789
1083,비수도권,지에스당진솔라팜 ,지에스당진솔라팜 1-1호 태양광발전소,비중앙,신재생에너지,태양광,태양광,62.461
1084,비수도권,JH1호태양광발전소,제이에이치(JH)1호태양광발전기,비중앙,신재생에너지,태양광,태양광,0.1
1085,비수도권,주식회사 칼리,칼리2호에너지,비중앙,신재생에너지,태양광,태양광,1.987
1086,비수도권,장은태양광발전소,장은 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.1
1087,비수도권,JH2호태양광발전소,제이에이치(JH)2호태양광발전기,비중앙,신재생에너지,태양광,태양광,0.1
1088,비수도권,유한회사 디알에스태양광,(유)디알에스태양광,비중앙,신재생에너지,태양광,태양광,0.999
1089,비수도권,유한회사 반석태양광,(유)반석태양광,비중앙,신재생에너지,태양광,태양광,0.999
1090,비수도권,유한회사 이지쏠라,(유)이지쏠라,비중앙,신재생에너지,태양광,태양광,0.499
1091,비수도권,(주)에이스침대중부공장,에이스침대 음성공장 태양광(2공장) ,비중앙,신재생에너지,태양광,태양광,0.746
1092,비수도권,주식회사서울금속,서울금속충주 자가소비용 태양광,비중앙,신재생에너지,태양광,태양광,1.154
1093,제주,조수리 학림5호 태양광발전소,조수리 학림5호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.099
1094,비수도권,케이비아이정무산업 주식회사,정무산업태양광발전-동양철관천안,비중앙,신재생에너지,태양광,태양광,1.899
1095,제주,명금 태양광발전소,명금 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.1
1096,비수도권,유한회사 피브이남부,피브이사천 태양광발전기,비중앙,신재생에너지,태양광,태양광,0.5
1097,제주,금악리새마을회,금악리 친환경에너지타운 태양광발전,비중앙,신재생에너지,태양광,태양광,0.851
1098,비수도권,(주)티아이솔라20,햇빛 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.099
1099,비수도권,(주)티아이솔라21,판영 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.099
1100,비수도권,당진카본프로덕츠 주식회사,청지 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.099
1101,비수도권,당진카본프로덕츠 주식회사,제이 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.099
1102,비수도권,당진카본프로덕츠 주식회사,이성 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.099
1103,비수도권,(주)티아이솔라22,우정 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.099
1104,비수도권,당진카본프로덕츠 주식회사,썬 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.099
1105,비수도권,유한회사 라이프에너지,라이프에너지태양광,비중앙,신재생에너지,태양광,태양광,0.915
1106,비수도권,디와이씨(주),디와이씨(주) 태양광,비중앙,신재생에너지,태양광,태양광,2.217
1107,제주,부성태양광발전소,부성태양광발전소,비중앙,신재생에너지,태양광,태양광,0.499
1108,제주,현산13호 태양광발전소,현산13호 태양광발전기,비중앙,신재생에너지,태양광,태양광,0.099
1109,비수도권,주식회사 한국푸른에너지,한국푸른에너지2호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.983
1110,비수도권,주식회사 한국푸른에너지,한국푸른에너지1호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.983
1111,수도권,위드인천에너지 주식회사,위드인천연료전지,비중앙,신재생에너지,연료전지,연료전지,9.68
1112,비수도권,솔라닉스일호 주식회사,솔라파크 서산 강당1호,비중앙,신재생에너지,태양광,태양광,1.0
1113,제주,윤서5 태양광발전소,윤서5 태양광,비중앙,신재생에너지,태양광,태양광,0.099
1114,비수도권,솔라닉스이호주식회사,솔라파크 천안 구도3호,비중앙,신재생에너지,태양광,태양광,0.119
1115,비수도권,솔라닉스이호주식회사,솔라파크 천안 구도2호,비중앙,신재생에너지,태양광,태양광,0.439
1116,비수도권,창원누리에너지 주식회사,창원누리에너지(CN-4),비중앙,신재생에너지,연료전지,연료전지,2.4
1117,제주,세걸1호 태양광발전소,세걸1호 태양광발전기,비중앙,신재생에너지,태양광,태양광,0.8
1118,비수도권,(주)에이스침대중부공장,에이스침대 음성공장 태양광(5공장),비중앙,신재생에너지,태양광,태양광,1.733
1119,비수도권,(주)에이스침대중부공장,에이스침대 음성공장 태양광(1공장),비중앙,신재생에너지,태양광,태양광,2.006
1120,비수도권,주식회사 담청쏠라,횡계에너지2호,비중앙,신재생에너지,태양광,태양광,1.0
1121,비수도권,한국농어촌괴산지사,이곡지구수상태양광발전소,비중앙,신재생에너지,태양광,태양광,0.95
1122,비수도권,(주)다산디엠씨 영천1공장,디엠씨 영천공장 태양광발전소,비중앙,신재생에너지,태양광,태양광,1.637
1123,비수도권,햇들원지붕형태양광2호주식회사,석성리 지붕형 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.383
1124,비수도권,햇들원지붕형태양광2호주식회사,에코아쿠아팜 지붕형 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.818
1125,비수도권,주식회사 제이에이치솔라,제이에이치솔라 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.551
1126,비수도권,솔라닉스일호 주식회사,솔라파크 창녕 논1호,비중앙,신재생에너지,태양광,태양광,0.499
1127,비수도권,주식회사 에스더블유솔라,sws17호 태양광,비중앙,신재생에너지,태양광,태양광,0.394
1128,비수도권,주식회사 에스더블유솔라,sws16호 태양광,비중앙,신재생에너지,태양광,태양광,0.23
1129,비수도권,(주)영원태양광,영원2호태양광,비중앙,신재생에너지,태양광,태양광,0.899
1130,제주,성현에너지개발 주식회사,성현봉성3태양광발전소,비중앙,신재생에너지,태양광,태양광,0.994
1131,제주,성현에너지개발 주식회사,성현봉성2태양광발전소,비중앙,신재생에너지,태양광,태양광,0.994
1132,제주,성현에너지개발 주식회사,성현봉성1태양광발전소,비중앙,신재생에너지,태양광,태양광,0.994
1133,비수도권,주식회사 에이치앤더블유,에이치앤더블유 태양광발전소,비중앙,신재생에너지,태양광,태양광,2.102
1134,비수도권,(주)해품에너지,동방포항1 태양광,비중앙,신재생에너지,태양광,태양광,0.684
1135,비수도권,(주)해품에너지,동방광양 태양광,비중앙,신재생에너지,태양광,태양광,0.999
1136,수도권,(주)희망화일,희망화일 태양광,비중앙,신재생에너지,태양광,태양광,0.287
1137,비수도권,(주)골드,골드,비중앙,신재생에너지,태양광,태양광,0.982
1138,비수도권,솔라원삼호주식회사,(주)솔라파트너스오호 ,비중앙,신재생에너지,태양광,태양광,0.67
1139,수도권,솔라원사호 주식회사,포천형숙 태양광발전소 ,비중앙,신재생에너지,태양광,태양광,0.416
1140,수도권,솔라원사호 주식회사,공덕야미 태양광발전소 ,비중앙,신재생에너지,태양광,태양광,0.435
1141,수도권,솔라원사호 주식회사,서원3 태양광발전소 ,비중앙,신재생에너지,태양광,태양광,0.391
1142,비수도권,씨엔씨티쏠라넷에스투(주),제이지로지스틱스 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.893
1143,비수도권,씨엔씨티쏠라넷에이치원(주),범호글로벌 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.223
1144,비수도권,유한회사 솔라카우정읍022,청량리004호 태양광,비중앙,신재생에너지,태양광,태양광,0.083
1145,비수도권,유한회사 솔라카우정읍024,청량리005호 태양광,비중앙,신재생에너지,태양광,태양광,0.087
1146,비수도권,솔라카우001 주식회사,청량리011호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.095
1147,비수도권,유한회사 솔라카우정읍026,청량리009호 태양광,비중앙,신재생에너지,태양광,태양광,0.092
1148,비수도권,유한회사 솔라카우정읍023,청량리003호 태양광,비중앙,신재생에너지,태양광,태양광,0.082
1149,비수도권,유한회사 솔라카우정읍041,청량리006호 태양광,비중앙,신재생에너지,태양광,태양광,0.078
1150,비수도권,솔라카우002 주식회사,청량리015호 태양광,비중앙,신재생에너지,태양광,태양광,0.084
1151,비수도권,주식회사 에이스에너지,에이스에너지,비중앙,신재생에너지,태양광,태양광,0.999
1152,비수도권,유한회사 솔라카우정읍029,청량리013호 태양광,비중앙,신재생에너지,태양광,태양광,0.084
1153,비수도권,솔라카우004주식회사,청량리016호 태양광,비중앙,신재생에너지,태양광,태양광,0.086
1154,비수도권,유한회사 솔라카우정읍045,청량리008호 태양광,비중앙,신재생에너지,태양광,태양광,0.099
1155,비수도권,솔라에쿼티고창022 유한회사,디벨롭먼트1호 태양광,비중앙,신재생에너지,태양광,태양광,0.092
1156,비수도권,유한회사 솔라카우정읍028,청량리010호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.099
1157,비수도권,유한회사 솔라카우정읍027,청량리012호 태양광,비중앙,신재생에너지,태양광,태양광,0.092
1158,비수도권,유한회사 솔라카우정읍036,청량리027호 태양광,비중앙,신재생에너지,태양광,태양광,0.094
1159,비수도권,유한회사 솔라카우정읍042,청량리028호 태양광,비중앙,신재생에너지,태양광,태양광,0.098
1160,비수도권,유한회사 솔라카우정읍030,청량리014호 태양광,비중앙,신재생에너지,태양광,태양광,0.099
1161,비수도권,유한회사 솔라카우정읍032,청량리029호 태양광,비중앙,신재생에너지,태양광,태양광,0.099
1162,비수도권,유한회사 솔라카우정읍043,청량리026호 태양광,비중앙,신재생에너지,태양광,태양광,0.099
1163,비수도권,유한회사 솔라카우정읍033,청량리025호 태양광,비중앙,신재생에너지,태양광,태양광,0.099
1164,비수도권,솔라카우008주식회사,청량리021호 태양광,비중앙,신재생에너지,태양광,태양광,0.099
1165,비수도권,유한회사 솔라카우정읍035,청량리024호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.099
1166,비수도권,유한회사 솔라카우정읍038,청량리022호 태양광,비중앙,신재생에너지,태양광,태양광,0.099
1167,비수도권,유한회사 솔라카우정읍034,청량리023호 태양광,비중앙,신재생에너지,태양광,태양광,0.099
1168,비수도권,유한회사 솔라카우정읍046,청량리019호 태양광,비중앙,신재생에너지,태양광,태양광,0.099
1169,비수도권,유한회사 솔라카우정읍031,청량리017호 태양광,비중앙,신재생에너지,태양광,태양광,0.099
1170,비수도권,유한회사 솔라카우정읍044,청량리018호 태양광,비중앙,신재생에너지,태양광,태양광,0.099
1171,비수도권,유한회사 솔라카우정읍040,청량리031호 태양광,비중앙,신재생에너지,태양광,태양광,0.099
1172,비수도권,유한회사 솔라카우정읍039,청량리020호 태양광,비중앙,신재생에너지,태양광,태양광,0.099
1173,비수도권,유한회사 솔라카우정읍037,청량리030호 태양광,비중앙,신재생에너지,태양광,태양광,0.099
1174,비수도권,(주)마디미에너지1,마디미 110호,비중앙,신재생에너지,태양광,태양광,0.215
1175,수도권,(주)마디미에너지,마디미에너지 33호,비중앙,신재생에너지,태양광,태양광,0.144
1176,비수도권,(주)마디미에너지,마디미에너지 29호 ,비중앙,신재생에너지,태양광,태양광,0.112
1177,비수도권,달나라일호 주식회사,베스트1호태양광발전소 ,비중앙,신재생에너지,태양광,태양광,0.417
1178,비수도권,달나라일호 주식회사,천광에너지6호 ,비중앙,신재생에너지,태양광,태양광,0.427
1179,비수도권,달나라일호 주식회사,베스트3호태양광발전소 ,비중앙,신재생에너지,태양광,태양광,0.169
1180,수도권,(주)비와이티 ,비와이티 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.499
1181,비수도권,(주)오사리태양광발전소,장동태양광발전소 ,비중앙,신재생에너지,태양광,태양광,0.482
1182,비수도권,(주)오사리태양광발전소,오사리태양광발전소 ,비중앙,신재생에너지,태양광,태양광,0.499
1183,비수도권,다남솔라태양광발전소 주식회사,(주)혜성쏠라1호태양광발전소 ,비중앙,신재생에너지,태양광,태양광,0.941
1184,비수도권,다남솔라태양광발전소 주식회사,(주)혜성쏠라2호태양광발전소 ,비중앙,신재생에너지,태양광,태양광,0.941
1185,비수도권,씨엔씨티쏠라넷에스투(주),한성정밀공업(아산공장)태양광발전소,비중앙,신재생에너지,태양광,태양광,0.396
1186,수도권,원안태양광 주식회사,원안 태양광발전소,비중앙,신재생에너지,태양광,태양광,1.5
1187,비수도권,현대제철주식회사,현대제철 자가용발전 8호기(총생산량),비중앙,화력,기력,부생가스,100.0
1188,비수도권,현대제철주식회사,현대제철 자가용발전 7호기(총생산량),비중앙,화력,기력,부생가스,100.0
1189,비수도권,현대제철주식회사,현대제철 자가용발전 6호기(총생산량),비중앙,화력,기력,부생가스,100.0
1190,비수도권,현대제철주식회사,현대제철 자가용발전 5호기(총생산량),비중앙,화력,기력,부생가스,100.0
1191,비수도권,현대제철주식회사,현대제철 자가용발전 4호기(총생산량),비중앙,화력,기력,부생가스,100.0
1192,비수도권,현대제철주식회사,현대제철 자가용발전 3호기(총생산량),비중앙,화력,기력,부생가스,100.0
1193,비수도권,더블유에스유태양광4호 주식회사,우석대4호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.983
1194,비수도권,(주)마디미에너지,마디미에너지 36호,비중앙,신재생에너지,태양광,태양광,0.083
1195,비수도권,더블유에스유태양광3호 주식회사,우석대3호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.564
1196,비수도권,더블유에스유태양광1호 주식회사,우석대1호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.499
1197,비수도권,더블유에스유태양광2호 주식회사,우석대2호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.697
1198,비수도권,(주)마디미,마디미 008,비중앙,신재생에너지,태양광,태양광,0.196
1199,수도권,(주)마디미,마디미 012,비중앙,신재생에너지,태양광,태양광,0.09
1200,비수도권,(주)마디미,마디미 006,비중앙,신재생에너지,태양광,태양광,0.12
1201,비수도권,(주)마디미,마디미003,비중앙,신재생에너지,태양광,태양광,0.146
1202,비수도권,(주)마디미,마디미 004,비중앙,신재생에너지,태양광,태양광,0.176
1203,비수도권,(주)마디미,마디미 007,비중앙,신재생에너지,태양광,태양광,0.068
1204,비수도권,(주)마디미,마디미 002,비중앙,신재생에너지,태양광,태양광,0.068
1205,비수도권,주식회사 용암솔라,용암리 태양광,비중앙,신재생에너지,태양광,태양광,1.38
1206,비수도권,(주)석영,석영태양광발전소,비중앙,신재생에너지,태양광,태양광,0.928
1207,비수도권,와이피피쏠라(주),와이피피쏠라 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.987
1208,비수도권,주식회사 해람발전21호,백옥해람발전,비중앙,신재생에너지,태양광,태양광,0.449
1209,비수도권,솔라닉스일호 주식회사,솔라파크 서산 강당2호,비중앙,신재생에너지,태양광,태양광,1.0
1210,비수도권,(주)이그린에너지,그린에너지 태양광,비중앙,신재생에너지,태양광,태양광,1.0
1211,비수도권,주식회사 소선영청주,선영청주 태양광,비중앙,신재생에너지,태양광,태양광,1.688
1212,제주,수덕1호 태양광발전소,수덕1호 태양광,비중앙,신재생에너지,태양광,태양광,0.099
1213,비수도권,주식회사 루비발전소1호,백옥루비발전소,비중앙,신재생에너지,태양광,태양광,0.31
1214,비수도권,주식회사 오렌지발전소1호,백옥오렌지발전소,비중앙,신재생에너지,태양광,태양광,0.401
1215,비수도권,주식회사 문영에너지,백옥문영에너지,비중앙,신재생에너지,태양광,태양광,0.572
1216,수도권,주식회사 이디비대구,서울비철화성2호 태양광,비중앙,신재생에너지,태양광,태양광,0.636
1217,수도권,주식회사 호원오토,호원오토1 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.869
1218,비수도권,(주)이에너빌리티,이에너빌리티 태양광발전소,비중앙,신재생에너지,태양광,태양광,1.854
1219,수도권,한국동서발전(주),경안 연료전지,비중앙,신재생에너지,연료전지,연료전지,9.9
1220,비수도권,한국동서발전(주),논산 농촌상생형 연료전지,비중앙,신재생에너지,연료전지,연료전지,9.57
1221,비수도권,씨엔씨티쏠라넷에스투(주),협성산업 고령공장 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.395
1222,비수도권,씨엔씨티쏠라넷에스투(주),협성산업태양광발전소,비중앙,신재생에너지,태양광,태양광,0.196
1223,수도권,(주)중부하이웨이솔라원,영동5호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.3
1224,비수도권,(주)리치에너지,진희태양광,비중앙,신재생에너지,태양광,태양광,0.198
1225,비수도권,(주)디솔라,디솔라태양광발전소,비중앙,신재생에너지,태양광,태양광,1.958
