row_number,market_area,company_name,generator_name,dispatch_type,generation_source,generation_form,fuel_type,capacity_mw
1,비수도권,승연태양광발전소,승연태양광발전소_임시발전기,비중앙,기타,기타,기타,0.0
2,수도권,에스케이이엔에스 주식회사,에스케이이엔에스임시,비중앙,기타,기타,DER,0.0
3,비수도권,(주)영양제2풍력발전,fgsyyw007,비중앙,DER,풍력,DER,0.0
4,비수도권,군산육상태양광(주),fLAND004,비중앙,DER,태양광,DER,0.0
5,비수도권,양양풍력발전 주식회사,fYY011,비중앙,DER,풍력,DER,0.0
6,비수도권,경주풍력발전(주),fgwp013,비중앙,DER,풍력,DER,0.0
7,비수도권,한국수력원자력(주),fKHNP010,비중앙,DER,태양광,DER,0.0
8,비수도권,(주)영양에코파워,fYYE002,비중앙,DER,풍력,DER,0.0
9,비수도권,주식회사 새만금희망태양광,fSMGHM004,비중앙,DER,태양광,DER,0.0
10,수도권,(주)엘지에너지솔루션,fAVEL011,비중앙,DER,기타,DER,0.0
11,수도권,주식회사 해줌,fHZ035,비중앙,DER,태양광,DER,0.0
12,비수도권,주식회사 삼수풍력발전,fsamsu001,비중앙,DER,풍력,DER,0.0
13,수도권,주식회사 해줌,fHZ034,비중앙,DER,풍력,DER,0.0
14,비수도권,영덕해맞이풍력발전 주식회사,fYD007,비중앙,DER,풍력,DER,0.0
15,수도권,(주)엘지에너지솔루션,fAVEL010,비중앙,DER,태양광,DER,0.0
16,비수도권,태안햇들원태양광주식회사,fssp001,비중앙,DER,태양광,DER,0.0
17,비수도권,(주)새만금세빛발전소,fsspv006,비중앙,DER,태양광,DER,0.0
18,비수도권,효성윈드파워홀딩스(주),fhswp003,비중앙,DER,풍력,DER,0.0
19,비수도권,한국해상풍력 주식회사,fKOWP010,비중앙,DER,풍력,DER,0.0
20,비수도권,오미산풍력발전,foms002,비중앙,DER,풍력,DER,0.0
21,비수도권,원동풍력,fWDWP008,비중앙,DER,풍력,DER,0.0
22,비수도권,한국동서발전(주),fEWP016,비중앙,DER,풍력,DER,0.0
23,수도권,주식회사 해줌,fHZ033,비중앙,DER,태양광,DER,0.0
24,수도권,에이치디현대에너지솔루션(주),fHES002,비중앙,DER,태양광,DER,0.0
25,수도권,주식회사 에너닷,fENDOT009,비중앙,DER,태양광,DER,0.0
26,수도권,주식회사 케이티,fKT029,비중앙,DER,태양광,DER,0.0
27,비수도권,영광풍력발전 주식회사,fYGWP003,비중앙,DER,풍력,DER,0.0
28,비수도권,평창풍력발전주식회사,fPCWD010,비중앙,DER,풍력,DER,0.0
29,비수도권,청산풍력발전주식회사,fcswp022,비중앙,DER,풍력,DER,0.0
30,수도권,(주)엘지에너지솔루션,fAVEL009,비중앙,DER,태양광,DER,0.0
31,비수도권,양양풍력발전 주식회사,fYY010,비중앙,DER,풍력,DER,0.0
32,비수도권,(주)영양제2풍력발전,fgsyyw006,비중앙,DER,풍력,DER,0.0
33,비수도권,경주풍력발전(주),fgwp012,비중앙,DER,풍력,DER,0.0
34,비수도권,태백가덕산풍력발전 주식회사,fTBGD002,비중앙,DER,풍력,DER,0.0
35,비수도권,한국해상풍력 주식회사,fKOWP009,비중앙,DER,풍력,DER,0.0
36,비수도권,한국남부발전,fKOSPO003,비중앙,DER,태양광,DER,0.0
37,비수도권,청산풍력발전주식회사,fcswp021,비중앙,DER,풍력,DER,0.0
38,비수도권,양양풍력발전 주식회사,fYY009,비중앙,DER,풍력,DER,0.0
39,비수도권,평창풍력발전주식회사,fPCWD009,비중앙,DER,풍력,DER,0.0
40,비수도권,부산정관에너지 주식회사,fBJE013,비중앙,DER,태양광,DER,0.0
41,수도권,(주)엘지에너지솔루션,fAVEL008,비중앙,DER,DER,DER,0.0
42,수도권,주식회사 에너닷,fENDOT008,비중앙,DER,태양광,DER,0.0
43,비수도권,그린에너지발전 주식회사,fGEP001,비중앙,DER,풍력,DER,0.0
44,비수도권,태백가덕산풍력발전 주식회사,fTBGD001,비중앙,DER,풍력,DER,0.0
45,비수도권,한국해상풍력 주식회사,fKOWP008,비중앙,DER,풍력,DER,0.0
46,비수도권,한국농어촌공사 고흥지사,fKRCGH005,비중앙,DER,태양광,DER,0.0
47,수도권,주식회사 해줌,fHZ032,비중앙,DER,태양광,DER,0.0
48,비수도권,(주)그린에너지영광,fgeyg004,비중앙,DER,태양광,DER,0.0
49,비수도권,청산풍력발전주식회사,fcswp020,비중앙,DER,풍력,DER,0.0
50,비수도권,양양풍력발전 주식회사,fYY008,비중앙,DER,풍력,DER,0.0
51,비수도권,(주)지에스동해전력,fGSDEP006,비중앙,DER,태양광,DER,0.0
52,비수도권,한국농어촌공사 고흥지사,fKRCGH004,비중앙,DER,태양광,DER,0.0
53,비수도권,한국해상풍력 주식회사,fKOWP007,비중앙,DER,풍력,DER,0.0
54,비수도권,효성윈드파워홀딩스(주),fhswp002,비중앙,DER,풍력,DER,0.0
55,수도권,(주)엘지에너지솔루션,fAVEL007,비중앙,DER,DER,DER,0.0
56,비수도권,양양풍력발전 주식회사,fYY006,비중앙,DER,풍력,DER,0.0
57,수도권,주식회사 해줌,fHZ031,비중앙,DER,태양광,DER,0.0
58,비수도권,청산풍력발전주식회사,fcswp019,비중앙,DER,풍력,DER,0.0
59,비수도권,울진풍력 주식회사,fujwf006,비중앙,DER,풍력,DER,0.0
60,비수도권,금성산풍력발전 주식회사,fGS008,비중앙,DER,풍력,DER,0.0
61,비수도권,(주)영양제2풍력발전,fgsyyw005,비중앙,DER,풍력,DER,0.0
62,수도권,주식회사 케이티,fKT028,비중앙,DER,태양광,DER,0.0
63,비수도권,경주풍력발전(주),fgwp011,비중앙,DER,풍력,DER,0.0
64,수도권,서울에너지공사,fSE003,비중앙,DER,태양광,DER,0.0
65,비수도권,(주)그린에너지영광,fgeyg003,비중앙,DER,태양광,DER,0.0
66,비수도권,(주)영양풍력발전공사,fYYWPC003,비중앙,DER,풍력,DER,0.0
67,비수도권,영암풍력발전(주),fYAWF005,비중앙,DER,풍력,DER,0.0
68,비수도권,한국해상풍력 주식회사,fKOWP006,비중앙,DER,풍력,DER,0.0
69,수도권,브라이트에너지파트너스 주식회사,fBEP001,비중앙,DER,태양광,DER,0.0
70,비수도권,효성윈드파워홀딩스(주),fhswp001,비중앙,DER,풍력,DER,0.0
71,비수도권,원동풍력,fWDWP007,비중앙,DER,풍력,DER,0.0
72,비수도권,양양풍력발전 주식회사,fYY006,비중앙,DER,풍력,DER,0.0
73,비수도권,영덕해맞이풍력발전 주식회사,fYD006,비중앙,DER,풍력,DER,0.0
74,비수도권,금성산풍력발전 주식회사,fGS007,비중앙,DER,풍력,DER,0.0
75,비수도권,오미산풍력발전,foms001,비중앙,DER,풍력,DER,0.0
76,비수도권,경주풍력발전(주),fgwp010,비중앙,DER,풍력,DER,0.0
77,비수도권,청산풍력발전주식회사,fcswp018,비중앙,DER,풍력,DER,0.0
78,비수도권,GS풍력발전,fGSWP005,비중앙,DER,풍력,DER,0.0
79,수도권,에스케이에코플랜트 주식회사,fSKEP003,비중앙,DER,태양광,DER,0.0
80,비수도권,평창풍력발전주식회사,fPCWD008,비중앙,DER,풍력,DER,0.0
81,비수도권,(주)그린에너지영광,fgeyg002,비중앙,DER,태양광,DER,0.0
82,비수도권,한국해상풍력 주식회사,fKOWP005,비중앙,DER,풍력,DER,0.0
83,비수도권,영광풍력발전 주식회사,fYGWP002,비중앙,DER,풍력,DER,0.0
84,비수도권,(주)영양풍력발전공사,fYYWPC002,비중앙,DER,풍력,DER,0.0
85,비수도권,울진풍력 주식회사,fujwf005,비중앙,DER,풍력,DER,0.0
86,수도권,주식회사 케이티,fKT027,비중앙,DER,풍력,DER,0.0
87,수도권,주식회사 케이티,fKT026,비중앙,DER,태양광,DER,0.0
88,수도권,주식회사 해줌,fHZ030,비중앙,DER,태양광,DER,0.0
89,비수도권,주식회사 태안안면클린에너지,fTACE002,비중앙,DER,태양광,DER,0.0
90,비수도권,경주풍력발전(주),fgwp009,비중앙,DER,풍력,DER,0.0
91,수도권,엔라이튼 주식회사,fSLC014,비중앙,DER,태양광,DER,0.0
92,비수도권,청산풍력발전주식회사,fcswp017,비중앙,DER,풍력,DER,0.0
93,비수도권,원동풍력,fWDWP006,비중앙,DER,풍력,DER,0.0
94,비수도권,군산육상태양광(주),fLAND003,비중앙,DER,태양광,DER,0.0
95,비수도권,GS풍력발전,fGSWP004,비중앙,DER,풍력,DER,0.0
96,비수도권,한국수력원자력(주),fKHNP009,비중앙,DER,태양광,DER,0.0
97,비수도권,양양풍력발전 주식회사,fYY005,비중앙,DER,풍력,DER,0.0
98,비수도권,영덕해맞이풍력발전 주식회사,fYD005,비중앙,DER,풍력,DER,0.0
99,수도권,주식회사 에너닷,fENDOT007,비중앙,DER,태양광,DER,0.0
100,수도권,(주)엘지에너지솔루션,fAVEL006,비중앙,DER,DER,DER,0.0
101,수도권,주식회사 해줌,fHZ029,비중앙,DER,DER,DER,0.0
102,비수도권,주식회사 새만금희망태양광,fSMGHM003,비중앙,DER,태양광,DER,0.0
103,비수도권,한국동서발전(주),fEWP015,비중앙,DER,풍력,DER,0.0
104,비수도권,금성산풍력발전 주식회사,fGS006,비중앙,DER,풍력,DER,0.0
105,비수도권,(주)새만금세빛발전소,fsspv005,비중앙,DER,태양광,DER,0.0
106,비수도권,평창풍력발전주식회사,fPCWD007,비중앙,DER,풍력,DER,0.0
107,비수도권,울진풍력 주식회사,fujwf004,비중앙,DER,풍력,DER,0.0
108,비수도권,(주)영양제2풍력발전,fgsyyw004,비중앙,DER,풍력,DER,0.0
109,비수도권,청산풍력발전주식회사,fcswp016,비중앙,DER,태양광,DER,0.0
110,제주,한화솔루션 주식회사,fhhqc003,비중앙,DER,태양광,DER,0.0
111,비수도권,영덕해맞이풍력발전 주식회사,fYD004,비중앙,DER,풍력,DER,0.0
112,비수도권,양양풍력발전 주식회사,fYY004,비중앙,DER,풍력,DER,0.0
113,비수도권,경주풍력발전(주),fgwp008,비중앙,DER,풍력,DER,0.0
114,비수도권,비금주민태양광발전 주식회사,fBGSP003,비중앙,DER,태양광,DER,0.0
115,수도권,주식회사 해줌,fHZ028,비중앙,DER,태양광,DER,0.0
116,수도권,주식회사 해줌,fHZ027,비중앙,DER,태양광,DER,0.0
117,수도권,주식회사 케이티,fKT025,비중앙,DER,태양광,DER,0.0
118,수도권,(주)엘지에너지솔루션,fAVEL005,비중앙,DER,DER,DER,0.0
119,비수도권,동광태양광발전(주),fdksol001,비중앙,DER,태양광,DER,0.0
120,비수도권,평창풍력발전주식회사,fPCWD006,비중앙,DER,풍력,DER,0.0
121,비수도권,금성산풍력발전 주식회사,fGS005,비중앙,DER,풍력,DER,0.0
122,비수도권,주식회사 에이치에너지,fHE002,비중앙,DER,태양광,DER,0.0
123,수도권,주식회사 해줌,fHZ026,비중앙,DER,태양광,DER,0.0
124,수도권,주식회사 케이티,fKT024,비중앙,DER,태양광,DER,0.0
125,제주,에스케이이터닉스(주)가시리풍력발전소,fSKWD003,비중앙,DER,풍력,DER,0.0
126,비수도권,(주)영양에코파워,fYYE001,비중앙,DER,풍력,DER,0.0
127,비수도권,영월에코윈드,fYWECO003,비중앙,DER,풍력,DER,0.0
128,비수도권,영덕해맞이풍력발전 주식회사,fYD003,비중앙,DER,풍력,DER,0.0
129,비수도권,양양풍력발전 주식회사,fYY003,비중앙,DER,풍력,DER,0.0
130,비수도권,한국농어촌공사 고흥지사,fKRCGH003,비중앙,DER,태양광,DER,0.0
131,비수도권,비금주민태양광발전 주식회사,fBGSP002,비중앙,DER,태양광,DER,0.0
132,비수도권,청산풍력발전주식회사,fcswp015,비중앙,DER,풍력,DER,0.0
133,수도권,대명에너지(주),fDMENG001,비중앙,DER,DER,DER,0.0
134,비수도권,한국수력원자력(주),fKHNP008,비중앙,DER,DER,DER,0.0
135,비수도권,한국동서발전(주),fEWP014,비중앙,DER,태양광,DER,0.0
136,제주,(주)엘지유플러스,fUPlus002,비중앙,DER,태양광,DER,0.0
137,수도권,주식회사 케이티,fKT023,비중앙,DER,태양광,DER,0.0
138,비수도권,한국중부발전(주),fKMP027,비중앙,DER,태양광,DER,0.0
139,비수도권,한국해상풍력 주식회사,fKOWP004,비중앙,DER,풍력,DER,0.0
140,비수도권,평창풍력발전주식회사,fPCWD005,비중앙,DER,풍력,DER,0.0
141,비수도권,한국농어촌공사 고흥지사,fKRCGH002,비중앙,DER,태양광,DER,0.0
142,비수도권,청산풍력발전주식회사,fcswp014,비중앙,DER,풍력,DER,0.0
143,수도권,주식회사 해줌,fHZ020,비중앙,DER,태양광,DER,0.0
144,비수도권,한국동서발전(주),fEWP010,비중앙,DER,태양광,DER,0.0
145,제주,주식회사 에너닷,fENDOT006,비중앙,DER,태양광,DER,0.0
146,비수도권,영덕해맞이풍력발전 주식회사,fYD002,비중앙,DER,풍력,DER,0.0
147,비수도권,양양풍력발전 주식회사,fYY002,비중앙,DER,풍력,DER,0.0
148,비수도권,비금주민태양광발전 주식회사,fBGSP001,비중앙,DER,태양광,DER,0.0
149,수도권,주식회사 해줌,fHZ025,비중앙,DER,DER,DER,0.0
150,제주,에스케이이터닉스(주)가시리풍력발전소,fSKWD002,비중앙,DER,풍력,DER,0.0
151,제주,(주)엘지유플러스,fUPlus001,비중앙,DER,태양광,DER,0.0
152,비수도권,한국동서발전(주),fEWP013,비중앙,DER,풍력,DER,0.0
153,비수도권,고흥신에너지 주식회사,fGH002,비중앙,DER,태양광,DER,0.0
154,수도권,주식회사 케이티,fKT019,비중앙,DER,태양광,DER,0.0
155,비수도권,한국동서발전(주),fEWP012,비중앙,DER,태양광,DER,0.0
156,비수도권,울진풍력 주식회사,fujwf003,비중앙,DER,풍력,DER,0.0
157,비수도권,원동풍력,fWDWP005,비중앙,DER,풍력,DER,0.0
158,제주,주식회사 해줌,fHZ024,비중앙,DER,태양광,DER,0.0
159,제주,주식회사 케이티,fKT022,비중앙,DER,태양광,DER,0.0
160,제주,주식회사 에너닷,fENDOT005,비중앙,DER,태양광,DER,0.0
161,제주,(주)엘지에너지솔루션,fAVEL004,비중앙,DER,DER,DER,0.0
162,제주,한국동서발전(주),fEWP011,비중앙,DER,태양광,DER,0.0
163,비수도권,양양풍력발전 주식회사,fYY001,비중앙,DER,풍력,DER,0.0
164,비수도권,영광풍력발전 주식회사,fYGWP001,비중앙,DER,풍력,DER,0.0
165,비수도권,청산풍력발전주식회사,fcswp013,비중앙,DER,풍력,DER,0.0
166,비수도권,영덕해맞이풍력발전 주식회사,fYD001,비중앙,DER,풍력,DER,0.0
167,수도권,주식회사 해줌,fHZ023,비중앙,DER,태양광,DER,0.0
168,비수도권,한국해상풍력 주식회사,fKOWP003,비중앙,DER,풍력,DER,0.0
169,비수도권,주식회사 에이치에너지,fHE001,비중앙,DER,태양광,DER,0.0
170,비수도권,경주풍력발전(주),fgwp007,비중앙,DER,풍력,DER,0.0
171,수도권,주식회사 케이티,fKT021,비중앙,DER,태양광,DER,0.0
172,수도권,에스케이에코플랜트 주식회사,fSKEP002,비중앙,DER,태양광,DER,0.0
173,비수도권,(주)영양풍력발전공사,fYYWPC001,비중앙,DER,풍력,DER,0.0
174,비수도권,(주)새만금세빛발전소,fsspv004,비중앙,DER,태양광,DER,0.0
175,제주,한국중부발전(주),fKMP026,비중앙,DER,풍력,DER,0.0
176,수도권,엔라이튼 주식회사,fSLC013,비중앙,DER,태양광,DER,0.0
177,비수도권,영암풍력발전(주),fYAWF004,비중앙,DER,풍력,DER,0.0
178,비수도권,금성산풍력발전 주식회사,fGS004,비중앙,DER,풍력,DER,0.0
179,비수도권,원동풍력,fWDWP004,비중앙,DER,풍력,DER,0.0
180,수도권,주식회사 케이티,fKT021,비중앙,DER,태양광,DER,0.0
181,제주,에스케이이터닉스(주)가시리풍력발전소,fSKWD001,비중앙,DER,풍력,DER,0.0
182,비수도권,한국서부발전(주),fiwest006,비중앙,DER,태양광,DER,0.0
183,비수도권,울진풍력 주식회사,fujwf002,비중앙,DER,풍력,DER,0.0
184,비수도권,평창풍력발전주식회사,fPCWD001,비중앙,DER,풍력,DER,0.0
185,제주,에스케이에코플랜트 주식회사,fSKEP001,비중앙,DER,태양광,DER,0.0
186,제주,주식회사 해줌,fHZ022,비중앙,DER,태양광,DER,0.0
187,제주,(주)엘지에너지솔루션,fAVEL003,비중앙,DER,DER,DER,0.0
188,비수도권,청산풍력발전주식회사,fcswp012,비중앙,DER,풍력,DER,0.0
189,비수도권,한국해상풍력 주식회사,fKOWP002,비중앙,DER,풍력,DER,0.0
190,비수도권,경주풍력발전(주),fgwp006,비중앙,DER,풍력,DER,0.0
191,비수도권,(주)이원신재생에너지복지마을,feone004,비중앙,DER,태양광,DER,0.0
192,비수도권,정암풍력발전(주),fjeong009,비중앙,DER,풍력,DER,0.0
193,수도권,주식회사 해줌,fHZ021,비중앙,DER,태양광,DER,0.0
194,수도권,주식회사 케이티,fKT020,비중앙,DER,태양광,DER,0.0
195,비수도권,주식회사 대건소프트,fDGS003,비중앙,DER,태양광,DER,0.0
196,비수도권,영월에코윈드,fYWECO002,비중앙,DER,풍력,DER,0.0
197,제주,한국중부발전(주),fKMP025,비중앙,DER,풍력,DER,0.0
198,비수도권,평창풍력발전주식회사,fPCWD004,비중앙,DER,풍력,DER,0.0
199,비수도권,원동풍력,fWDWP003,비중앙,DER,풍력,DER,0.0
200,비수도권,영암풍력발전(주),fYAWF003,비중앙,DER,풍력,DER,0.0
201,비수도권,금성산풍력발전 주식회사,fGS003,비중앙,DER,풍력,DER,0.0
202,비수도권,(주)영양제2풍력발전,fgsyyw003,비중앙,DER,풍력,DER,0.0
203,비수도권,(주)지에스동해전력,fGSDEP005,비중앙,DER,태양광,DER,0.0
204,비수도권,청산풍력발전주식회사,fcswp011,비중앙,DER,풍력,DER,0.0
205,수도권,SK에너지 주식회사,fSKE003,비중앙,DER,태양광,DER,0.0
206,비수도권,한국해상풍력 주식회사,fKOWP001,비중앙,DER,풍력,DER,0.0
207,비수도권,울진풍력 주식회사,fujwf001,비중앙,DER,풍력,DER,0.0
208,비수도권,경주풍력발전(주),fgwp005,비중앙,DER,풍력,DER,0.0
209,제주,에스케이디앤디(주)가시리풍력발전소,fgasi002,비중앙,DER,풍력,DER,0.0
210,비수도권,(주)이원신재생에너지복지마을,feone003,비중앙,DER,풍력,DER,0.0
211,수도권,한국지역난방공사,fkdhc001,비중앙,DER,태양광,DER,0.0
212,비수도권,강원풍력발전(주),fGaWiP001,비중앙,DER,풍력,DER,0.0
213,비수도권,한국중부발전(주),fKMP024,비중앙,DER,태양광,DER,0.0
214,수도권,주식회사 에너닷,fENDOT004,비중앙,DER,태양광,DER,0.0
215,비수도권,(주)그린에너지영광,fgeyg001,비중앙,DER,태양광,DER,0.0
216,비수도권,정암풍력발전(주),fjeong008,비중앙,DER,풍력,DER,0.0
217,제주,한국중부발전(주),fKMP023,비중앙,DER,풍력,DER,0.0
218,비수도권,원동풍력,fWDWP002,비중앙,DER,풍력,DER,0.0
219,비수도권,금성산풍력발전 주식회사,fGS002,비중앙,DER,풍력,DER,0.0
220,비수도권,영암풍력발전(주),fYAWF002,비중앙,DER,풍력,DER,0.0
221,비수도권,주식회사 새만금희망태양광,fSMGHM002,비중앙,DER,태양광,DER,0.0
222,비수도권,한국수력원자력(주),fKHNP007,비중앙,DER,태양광,DER,0.0
223,비수도권,청산풍력발전주식회사,fcswp010,비중앙,DER,풍력,DER,0.0
224,수도권,주식회사 해줌,fHZ019,비중앙,DER,태양광,DER,0.0
225,비수도권,영월에코윈드,fYWECO001,비중앙,DER,풍력,DER,0.0
226,비수도권,(주)영양제2풍력발전,fgsyyw002,비중앙,DER,풍력,DER,0.0
227,비수도권,경주풍력발전(주),fgwp004,비중앙,DER,풍력,DER,0.0
228,제주,한신에너지 (주),fJJSD,비중앙,DER,풍력,DER,0.0
229,비수도권,(주)이원신재생에너지복지마을,feone002,비중앙,DER,태양광,DER,0.0
230,비수도권,한국동서발전(주),fEWP009,비중앙,DER,태양광,DER,0.0
231,수도권,켑코솔라 주식회사,fkesol002,비중앙,DER,태양광,DER,0.0
232,수도권,주식회사 통해,fTH001,비중앙,DER,태양광,DER,0.0
233,비수도권,한국농어촌공사 고흥지사,fKRCGH001,비중앙,DER,태양광,DER,0.0
234,비수도권,청산풍력발전주식회사,fcswp009,비중앙,DER,풍력,DER,0.0
235,비수도권,정암풍력발전(주),fjeong007,비중앙,DER,풍력,DER,0.0
236,비수도권,부산정관에너지 주식회사,fBJE012,비중앙,DER,태양광,DER,0.0
237,수도권,엔라이튼 주식회사,fSLC012,비중앙,DER,태양광,DER,0.0
238,비수도권,영암풍력발전(주),fYAWF001,비중앙,DER,풍력,DER,0.0
239,비수도권,금성산풍력발전 주식회사,fGS001,비중앙,DER,풍력,DER,0.0
240,비수도권,원동풍력,fWDWP001,비중앙,DER,풍력,DER,0.0
241,비수도권,경주풍력발전(주),fgwp003,비중앙,DER,풍력,DER,0.0
242,비수도권,부산정관에너지 주식회사,fBJE011,비중앙,DER,태양광,DER,0.0
243,수도권,주식회사 케이티,fKT018,비중앙,DER,태양광,DER,0.0
244,비수도권,(주)영양제2풍력발전,fgsyyw001,비중앙,DER,풍력,DER,0.0
245,수도권,주식회사 에너닷,fINUPS004,비중앙,DER,태양광,DER,0.0
246,수도권,한화솔루션 주식회사,fhhqc002,비중앙,DER,태양광,DER,0.0
247,비수도권,영암태양광발전 주식회사,fYA003,비중앙,DER,태양광,DER,0.0
248,비수도권,정암풍력발전(주),fjeong006,비중앙,DER,풍력,DER,0.0
249,비수도권,(주)거금솔라파크,fGG002,비중앙,DER,태양광,DER,0.0
250,수도권,주식회사 해줌,fHZ018,비중앙,DER,DER,DER,0.0
251,수도권,주식회사 케이티,fKT017,비중앙,DER,태양광,DER,0.0
252,비수도권,한국남동발전,fKOEN004,비중앙,DER,태양광,DER,0.0
253,비수도권,청산풍력발전주식회사,fcswp008,비중앙,DER,풍력,DER,0.0
254,비수도권,경주풍력발전(주),fgwp002,비중앙,DER,풍력,DER,0.0
255,비수도권,주식회사 태안안면클린에너지,fTACE001,비중앙,DER,태양광,DER,0.0
256,비수도권,평창풍력발전주식회사,fPCWD003,비중앙,DER,풍력,DER,0.0
257,비수도권,정암풍력발전(주),fjeong005,비중앙,DER,풍력,DER,0.0
258,수도권,주식회사 케이티,fKT016,비중앙,DER,태양광,DER,0.0
259,수도권,주식회사 에너닷,fENDOT003,비중앙,DER,태양광,DER,0.0
260,비수도권,청산풍력발전주식회사,fcswp007,비중앙,DER,풍력,DER,0.0
261,제주,(주)엘지에너지솔루션,fAVEL002,비중앙,DER,DER,DER,0.0
262,제주,주식회사 케이티,fKT015,비중앙,DER,태양광,DER,0.0
263,비수도권,경주풍력발전(주),fgwp001,비중앙,DER,풍력,DER,0.0
264,제주,한신에너지 (주),fJJSD001,비중앙,DER,태양광,DER,0.0
265,수도권,한국남동발전,fKOEN003,비중앙,DER,풍력,DER,0.0
266,제주,주식회사제주탑솔라,fjts001,비중앙,DER,태양광,DER,0.0
267,수도권,SK에너지 주식회사,fSKE002,비중앙,DER,태양광,DER,0.0
268,수도권,엔라이튼 주식회사,fSLC011,비중앙,DER,태양광,DER,0.0
269,비수도권,(주)이원신재생에너지복지마을,feone001,비중앙,DER,태양광,DER,0.0
270,비수도권,정암풍력발전(주),fjeong004,비중앙,DER,풍력,DER,0.0
271,수도권,엔라이튼 주식회사,fSLC010,비중앙,DER,태양광,DER,0.0
272,비수도권,한국동서발전(주),fEWP008,비중앙,DER,태양광,DER,0.0
273,비수도권,평창풍력발전주식회사,fPCWD002,비중앙,DER,풍력,DER,0.0
274,수도권,주식회사 케이티,fKT014,비중앙,DER,태양광,DER,0.0
275,수도권,주식회사 해줌,fHZ017,비중앙,DER,DER,DER,0.0
276,제주,한국중부발전(주),fKMP022,비중앙,DER,풍력,DER,0.0
277,제주,엘에스일렉트릭(주),fLSE002,비중앙,DER,태양광,DER,0.0
278,제주,제주에너지공사,fJECO004,비중앙,DER,풍력,DER,0.0
279,비수도권,청산풍력발전주식회사,fcswp006,비중앙,DER,풍력,DER,0.0
280,비수도권,한국중부발전(주),fKMP021,비중앙,DER,태양광,DER,0.0
281,제주,주식회사 해줌,fHZ016,비중앙,DER,태양광,DER,0.0
282,제주,(주)엘지에너지솔루션,fAVEL001,비중앙,DER,DER,DER,0.0
283,비수도권,한국수력원자력(주),fKHNP006,비중앙,DER,태양광,DER,0.0
284,비수도권,주식회사 남정수상태양광운영,fNJSS001,비중앙,DER,태양광,DER,0.0
285,비수도권,한국서부발전(주),fiwest005,비중앙,DER,태양광,DER,0.0
286,비수도권,고흥신에너지 주식회사,fGH001,비중앙,DER,태양광,DER,0.0
287,수도권,주식회사 에너닷,fINUPS003,비중앙,DER,태양광,DER,0.0
288,비수도권,정암풍력발전(주),fjeong003,비중앙,DER,풍력,DER,0.0
289,수도권,주식회사 케이티,fKT013,비중앙,DER,태양광,DER,0.0
290,제주,주식회사 케이티,fKT012,비중앙,DER,태양광,DER,0.0
291,수도권,현대에너지솔루션,fHES001,비중앙,DER,태양광,DER,0.0
292,비수도권,부산정관에너지 주식회사,fBJE010,비중앙,DER,태양광,DER,0.0
293,비수도권,한국중부발전(주),fKMP020,비중앙,DER,태양광,DER,0.0
294,제주,에스케이디앤디(주)가시리풍력발전소,fgasi001,비중앙,DER,태양광,DER,0.0
295,수도권,주식회사 해줌,fHZ015,비중앙,DER,태양광,DER,0.0
296,제주,제주에너지공사,fJECO003,비중앙,DER,풍력,DER,0.0
297,비수도권,군산육상태양광(주),fLAND002,비중앙,DER,태양광,DER,0.0
298,비수도권,청산풍력발전주식회사,fcswp005,비중앙,DER,풍력,DER,0.0
299,비수도권,(주)신안그린에너지,fSGE002,비중앙,DER,풍력,DER,0.0
300,제주,한국중부발전(주),fKMP019,비중앙,DER,풍력,DER,0.0
301,수도권,주식회사 해줌,fHZ014,비중앙,DER,태양광,DER,0.0
302,수도권,주식회사 케이티,fKT011,비중앙,DER,태양광,DER,0.0
303,비수도권,부산정관에너지 주식회사,fBJE009,비중앙,DER,태양광,DER,0.0
304,비수도권,정암풍력발전(주),fjeong002,비중앙,DER,풍력,DER,0.0
305,비수도권,한국수력원자력(주),fKHNP005,비중앙,DER,태양광,DER,0.0
306,비수도권,안좌스마트팜앤쏠라시티2 주식회사,fajsc001,비중앙,DER,태양광,DER,0.0
307,비수도권,(주)지에스동해전력,fGSDEP004,비중앙,DER,태양광,DER,0.0
308,비수도권,주식회사 케이솔라신안,fKSSOL001,비중앙,DER,태양광,DER,0.0
309,비수도권,한국수력원자력(주),fKHNP004,비중앙,DER,태양광,DER,0.0
310,비수도권,(주)새만금세빛발전소,fsspv003,비중앙,DER,태양광,DER,0.0
311,비수도권,한국수력원자력(주),fKHMP004,비중앙,DER,태양광,DER,0.0
312,비수도권,한국동서발전(주),fEWP007,비중앙,DER,태양광,DER,0.0
313,수도권,주식회사 케이티,fKT010,비중앙,DER,태양광,DER,0.0
314,수도권,주식회사 해줌,fHZ013,비중앙,DER,태양광,DER,0.0
315,제주,한국중부발전(주),fKMP018,비중앙,DER,태양광,DER,0.0
316,비수도권,청산풍력발전주식회사,fcswp004,비중앙,DER,풍력,DER,0.0
317,비수도권,청산풍력발전(주),fcswp003,비중앙,DER,풍력,DER,0.0
318,비수도권,해솔라에너지 주식회사,fHSE002,비중앙,DER,태양광,DER,0.0
319,수도권,엔라이튼 주식회사,fSLC009,비중앙,DER,태양광,DER,0.0
320,비수도권,한국동서발전(주),fEWP006,비중앙,DER,태양광,DER,0.0
321,비수도권,주식회사 무안햇빛발전소,fMAHB006,비중앙,DER,DER,DER,0.0
322,수도권,주식회사 솔라위즈,fslwiz002,비중앙,DER,DER,DER,0.0
